Id,Label,timeset,modularity_class,pageranks,componentnumber,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree
josemqh2101,josemqh2101,,0,0.000039,226,0,0,0,0,0,0
anekim_,anekim_,,1,0.000068,3,0,4,4,0,4,4
RACO_BOLADO,RACO_BOLADO,,1,0.000068,3,0,1,1,0,1,1
DanialHemme,DanialHemme,,4,0.000068,3,0,1,1,0,1,1
holmesst,holmesst,,3,0.000068,3,0,1,1,0,1,1
Patriqtscott,Patriqtscott,,7,0.000068,3,0,1,1,0,1,1
Drbawa11,Drbawa11,,7,0.000068,3,0,1,1,0,1,1
briefdude,briefdude,,7,0.000068,3,0,1,1,0,1,1
PorthMyRide,PorthMyRide,,0,0.000068,3,0,1,1,0,1,1
OfficeGuru247,OfficeGuru247,,7,0.000068,3,0,1,1,0,1,1
smallbizshoutUK,smallbizshoutUK,,0,0.000039,1181,0,0,0,0,0,0
bradford_bid,bradford_bid,,0,0.000072,1181,0,0,0,0,0,0
harrisonlemon_,harrisonlemon_,,0,0.000068,3,0,1,1,0,1,1
Raaay_Macedo,Raaay_Macedo,,1,0.000068,3,0,1,1,0,1,1
Tay_oss,Tay_oss,,1,0.000068,3,0,1,1,0,1,1
Helennetherland,Helennetherland,,0,0.000039,790,0,0,0,0,0,0
ChiefEmkay_M,ChiefEmkay_M,,7,0.000068,3,0,1,1,0,1,1
yourfavbekki,yourfavbekki,,7,0.000068,3,0,1,1,0,1,1
teFATmonke,teFATmonke,,7,0.000068,3,0,1,1,0,1,1
GoldmanMichael,GoldmanMichael,,7,0.000068,3,0,1,1,0,1,1
amaliaalvs,amaliaalvs,,1,0.000068,3,0,8,8,0,8,8
Pollyanard1,Pollyanard1,,1,0.000075,3,1,0,1,1,0,1
AdadumeMag,AdadumeMag,,7,0.000068,3,0,1,1,0,1,1
marcelinaax1,marcelinaax1,,0,0.000068,3,0,1,1,0,1,1
Fabibiel,Fabibiel,,1,0.000068,3,0,1,1,0,1,1
MarceloMaJu,MarceloMaJu,,1,0.000068,3,0,1,1,0,1,1
belleguimara,belleguimara,,1,0.000068,3,0,1,1,0,1,1
Frankyburrito,Frankyburrito,,4,0.000068,3,0,1,1,0,1,1
michaszym,michaszym,,7,0.000068,3,0,1,1,0,1,1
EfRowland1,EfRowland1,,0,0.000039,541,0,0,0,0,0,0
blacksun333666,blacksun333666,,0,0.000039,1182,0,0,0,0,0,0
elcorteingles,elcorteingles,,0,0.000105,1182,0,0,0,0,0,0
Job95x,Job95x,,3,0.000068,3,0,1,1,0,1,1
ribas_bibi,ribas_bibi,,1,0.000068,3,0,1,1,0,1,1
Renshaw_brandon,Renshaw_brandon,,0,0.000068,3,0,1,1,0,1,1
EmmaWal18031720,EmmaWal18031720,,3,0.000068,3,0,1,1,0,1,1
LeboMloy,LeboMloy,,7,0.000068,3,0,1,1,0,1,1
melorodrigues17,melorodrigues17,,1,0.000068,3,0,1,1,0,1,1
Dartmouth_Diva,Dartmouth_Diva,,7,0.000068,3,0,1,1,0,1,1
EstudioAtLL,EstudioAtLL,,0,0.000039,889,0,0,0,0,0,0
chipana93,chipana93,,6,0.000068,3,0,1,1,0,1,1
luke59535289,luke59535289,,0,0.000068,3,0,1,1,0,1,1
sonny2123,sonny2123,,0,0.000068,3,0,1,1,0,1,1
Jigster01,Jigster01,,7,0.000068,3,0,1,1,0,1,1
mesagaliotis,mesagaliotis,,5,0.000068,3,0,1,1,0,1,1
_danitfc,_danitfc,,0,0.000068,3,0,1,1,0,1,1
rosijaramilloe,rosijaramilloe,,0,0.000039,422,0,0,0,0,0,0
andrelsljunior,andrelsljunior,,0,0.000039,1183,0,0,0,0,0,0
democratas,democratas,,0,0.000072,1183,0,0,0,0,0,0
jbaggs113,jbaggs113,,0,0.000039,1184,0,0,0,0,0,0
BaggsBrothers,BaggsBrothers,,0,0.000072,1184,0,0,0,0,0,0
AstroDaRua57,AstroDaRua57,,0,0.000039,196,0,0,0,0,0,0
viih_agnelo,viih_agnelo,,1,0.000068,3,0,1,1,0,1,1
blueandstarry,blueandstarry,,0,0.000039,773,0,0,0,0,0,0
lucasfwrreira,lucasfwrreira,,1,0.000068,3,0,12,12,0,12,12
LP1194,LP1194,,0,0.000068,3,0,1,1,0,1,1
InternetMara,InternetMara,,7,0.000068,3,0,1,1,0,1,1
savethebees69,savethebees69,,0,0.000068,3,0,1,1,0,1,1
thaislr__,thaislr__,,1,0.000068,3,0,1,1,0,1,1
GMA88,GMA88,,0,0.000039,1185,0,0,0,0,0,0
DevorahBlachor,DevorahBlachor,,0,0.000072,1185,0,0,0,0,0,0
Elektra_Anita,Elektra_Anita,,7,0.000068,3,0,1,1,0,1,1
PappaDelta7,PappaDelta7,,0,0.000039,1186,0,0,0,0,0,0
thanasis991,thanasis991,,0,0.000072,1186,0,0,0,0,0,0
JoJo_Son,JoJo_Son,,7,0.000068,3,0,1,1,0,1,1
NaomNoemi,NaomNoemi,,4,0.000068,3,0,1,1,0,1,1
ellie_winter_99,ellie_winter_99,,0,0.000068,3,0,1,1,0,1,1
sagge_mode,sagge_mode,,7,0.000068,3,0,1,1,0,1,1
mpatrickfiston,mpatrickfiston,,7,0.000068,3,0,1,1,0,1,1
CakapLepas,CakapLepas,,7,0.000068,3,0,1,1,0,1,1
obg1101,obg1101,,0,0.000068,3,0,1,1,0,1,1
patrickesu001,patrickesu001,,7,0.000068,3,0,1,1,0,1,1
HelMiddleton,HelMiddleton,,7,0.000068,3,0,1,1,0,1,1
therealbraswel,therealbraswel,,0,0.000039,161,0,0,0,0,0,0
lecoperes,lecoperes,,0,0.000039,1187,0,0,0,0,0,0
gustavitos_,gustavitos_,,0,0.000072,1187,0,0,0,0,0,0
JessicaCarri9,JessicaCarri9,,7,0.000068,3,0,1,1,0,1,1
elhocke,elhocke,,0,0.000039,1188,0,0,0,0,0,0
krytyka,krytyka,,0,0.000105,1188,0,0,0,0,0,0
_mimigomes,_mimigomes,,1,0.000068,3,0,1,1,0,1,1
SevillaUP,SevillaUP,,0,0.000039,1189,0,0,0,0,0,0
teresuarezm,teresuarezm,,0,0.000138,1189,0,0,0,0,0,0
iamnaille,iamnaille,,1,0.000068,3,0,1,1,0,1,1
Katieedwards142,Katieedwards142,,3,0.000068,3,0,1,1,0,1,1
heron_thorn,heron_thorn,,1,0.000068,3,0,1,1,0,1,1
larrygirlsx,larrygirlsx,,1,0.000068,3,0,1,1,0,1,1
lowdhamdc,lowdhamdc,,0,0.000068,3,0,1,1,0,1,1
scattycow15,scattycow15,,3,0.000068,3,0,1,1,0,1,1
taico_taico,taico_taico,,4,0.000068,3,0,1,1,0,1,1
JrWellingtonf,JrWellingtonf,,1,0.000068,3,0,1,1,0,1,1
Oriebir_,Oriebir_,,1,0.000068,3,0,1,1,0,1,1
Ben2726,Ben2726,,0,0.000068,3,0,1,1,0,1,1
welshy72,welshy72,,3,0.000068,3,0,1,1,0,1,1
roberto574567,roberto574567,,0,0.000039,343,0,0,0,0,0,0
pacmacatalunya,pacmacatalunya,,0,0.000121,343,0,0,0,0,0,0
ginandtectonica,ginandtectonica,,7,0.000068,3,0,1,1,0,1,1
hogwartsky,hogwartsky,,1,0.000068,3,0,1,1,0,1,1
GrannyMam,GrannyMam,,3,0.000068,3,0,4,4,0,4,4
BlueNtswaki,BlueNtswaki,,7,0.000068,3,0,1,1,0,1,1
xjj_____,xjj_____,,3,0.000068,3,0,1,1,0,1,1
_BlueVines_,_BlueVines_,,0,0.000039,616,0,0,0,0,0,0
FelicWorld,FelicWorld,,0,0.000039,1068,0,0,0,0,0,0
Alexand92840726,Alexand92840726,,1,0.000068,3,0,1,1,0,1,1
ShaggyKdm,ShaggyKdm,,0,0.000039,1190,0,0,0,0,0,0
kosmofoto,kosmofoto,,0,0.000072,1190,0,0,0,0,0,0
SarahGhannoum,SarahGhannoum,,4,0.000068,3,0,2,2,0,2,2
SDGaction,SDGaction,,4,0.000097,3,1,0,1,1,0,1
LeonardoPimenta,LeonardoPimenta,,0,0.000039,1191,0,0,0,0,0,0
guicury,guicury,,0,0.000105,1191,0,0,0,0,0,0
X_Trickstar_X,X_Trickstar_X,,0,0.000068,3,0,1,1,0,1,1
Gells_Aguilar,Gells_Aguilar,,1,0.000068,3,0,1,1,0,1,1
Tammieb25891234,Tammieb25891234,,7,0.000068,3,0,1,1,0,1,1
vitoriaborgi,vitoriaborgi,,1,0.000068,3,0,1,1,0,1,1
_LuizaAlcantara,_LuizaAlcantara,,1,0.000068,3,0,1,1,0,1,1
JMakopolo,JMakopolo,,7,0.000068,3,0,2,2,0,2,2
millozzi,millozzi,,0,0.000039,1192,0,0,0,0,0,0
GetPublii,GetPublii,,0,0.000105,1192,0,0,0,0,0,0
saturnosia,saturnosia,,1,0.000068,3,0,1,1,0,1,1
Ruedonite,Ruedonite,,4,0.000068,3,0,1,1,0,1,1
JiamaElisabeth,JiamaElisabeth,,0,0.000039,1193,0,0,0,0,0,0
Iraklisdiavolos,Iraklisdiavolos,,0,0.000072,1193,0,0,0,0,0,0
thenextshot2736,thenextshot2736,,4,0.000068,3,0,1,1,0,1,1
constellarphoen,constellarphoen,,0,0.000039,247,0,0,0,0,0,0
Natalie75360119,Natalie75360119,,4,0.000068,3,0,1,1,0,1,1
madamkofo12345,madamkofo12345,,7,0.000068,3,0,1,1,0,1,1
marcelonesf,marcelonesf,,1,0.000068,3,0,1,1,0,1,1
londonbel0w,londonbel0w,,0,0.000039,1194,0,0,0,0,0,0
teamcoworker,teamcoworker,,0,0.000072,1194,0,0,0,0,0,0
MC_Brad420,MC_Brad420,,0,0.000068,3,0,1,1,0,1,1
MadDoktor87,MadDoktor87,,0,0.000068,3,0,1,1,0,1,1
Jonay_CDT,Jonay_CDT,,0,0.000039,1103,0,0,0,0,0,0
porra_thataaa,porra_thataaa,,0,0.000039,196,0,0,0,0,0,0
dudamilitello,dudamilitello,,1,0.000068,3,0,1,1,0,1,1
ladyboarder9669,ladyboarder9669,,0,0.000039,1195,0,0,0,0,0,0
hahyongjira2,hahyongjira2,,0,0.000039,92,0,0,0,0,0,0
CorredorEcoSur,CorredorEcoSur,,0,0.000039,1196,0,0,0,0,0,0
AciertaOrganica,AciertaOrganica,,0,0.000105,1196,0,0,0,0,0,0
cibe_marins,cibe_marins,,1,0.000068,3,0,1,1,0,1,1
Badmoneyslim,Badmoneyslim,,0,0.000039,6,0,0,0,0,0,0
arcticpietra,arcticpietra,,1,0.000068,3,0,1,1,0,1,1
SulaimanAlamutu,SulaimanAlamutu,,7,0.000068,3,0,1,1,0,1,1
RyanRobr,RyanRobr,,0,0.000039,841,0,0,0,0,0,0
Willbremer1,Willbremer1,,4,0.000068,3,0,1,1,0,1,1
SadStiner,SadStiner,,6,0.000068,3,0,1,1,0,1,1
MabelAdewunmi,MabelAdewunmi,,0,0.000039,970,0,0,0,0,0,0
EdiPrevis,EdiPrevis,,0,0.00024,202,0,0,0,0,0,0
UsmanBa01143676,UsmanBa01143676,,4,0.000068,3,0,1,1,0,1,1
Its_Da_Knight,Its_Da_Knight,,7,0.000068,3,0,1,1,0,1,1
bobhewittmusic,bobhewittmusic,,0,0.000039,616,0,0,0,0,0,0
LemmyHawkins,LemmyHawkins,,0,0.000039,69,0,0,0,0,0,0
oli_scott98,oli_scott98,,0,0.000068,3,0,1,1,0,1,1
LiveBoston617,LiveBoston617,,0,0.000039,1197,0,0,0,0,0,0
617Images,617Images,,0,0.000072,1197,0,0,0,0,0,0
Albatrossian_,Albatrossian_,,0,0.000039,1198,0,0,0,0,0,0
KinoJoan,KinoJoan,,0,0.000072,1198,0,0,0,0,0,0
DontCallMeShan,DontCallMeShan,,0,0.000039,1199,0,0,0,0,0,0
As79Sandile,As79Sandile,,0,0.000138,1199,0,0,0,0,0,0
uptonhour,uptonhour,,0,0.000039,1200,0,0,0,0,0,0
GDewson,GDewson,,0,0.000138,1200,0,0,0,0,0,0
jadefxrr,jadefxrr,,0,0.000068,3,0,1,1,0,1,1
grogmartin1972,grogmartin1972,,3,0.000068,3,0,1,1,0,1,1
kagleslie,kagleslie,,7,0.000068,3,0,1,1,0,1,1
Daniellelmunroe,Daniellelmunroe,,3,0.000068,3,0,1,1,0,1,1
JakiFW,JakiFW,,0,0.000039,1201,0,0,0,0,0,0
Gather_N_Sew,Gather_N_Sew,,0,0.000072,1201,0,0,0,0,0,0
shaunwasthere,shaunwasthere,,0,0.000039,1202,0,0,0,0,0,0
DanaKelly7,DanaKelly7,,7,0.000068,3,0,1,1,0,1,1
perrymendesss,perrymendesss,,1,0.000068,3,0,1,1,0,1,1
mougliedugame,mougliedugame,,0,0.000039,373,0,0,0,0,0,0
WezenlijkAnnica,WezenlijkAnnica,,0,0.000039,1203,0,0,0,0,0,0
ChristeldeHaas,ChristeldeHaas,,0,0.000072,1203,0,0,0,0,0,0
laryalmeidac26,laryalmeidac26,,1,0.000068,3,0,1,1,0,1,1
Ashynabs,Ashynabs,,0,0.000039,888,0,0,0,0,0,0
itsitz_,itsitz_,,7,0.000068,3,0,1,1,0,1,1
AramisHector,AramisHector,,4,0.000068,3,0,1,1,0,1,1
miowpurr,miowpurr,,4,0.000068,3,0,1,1,0,1,1
leehcanteri_,leehcanteri_,,1,0.000068,3,0,1,1,0,1,1
melizabethl,melizabethl,,7,0.000068,3,0,1,1,0,1,1
cullennn1,cullennn1,,0,0.000068,3,0,1,1,0,1,1
saregoldiex,saregoldiex,,3,0.000068,3,0,1,1,0,1,1
patriziasilva,patriziasilva,,0,0.000039,1204,0,0,0,0,0,0
CCOOFECyL,CCOOFECyL,,0,0.000072,1204,0,0,0,0,0,0
wilma825,wilma825,,0,0.000039,1205,0,0,0,0,0,0
twisteddoodles,twisteddoodles,,0,0.000072,1205,0,0,0,0,0,0
clemvarley,clemvarley,,0,0.000068,3,0,1,1,0,1,1
samrhys1997,samrhys1997,,0,0.000068,3,0,1,1,0,1,1
chiwawaaaa,chiwawaaaa,,7,0.000068,3,0,1,1,0,1,1
teepee_nkambule,teepee_nkambule,,7,0.000068,3,0,1,1,0,1,1
baznduffy,baznduffy,,0,0.000039,1206,0,0,0,0,0,0
hmvTruro,hmvTruro,,0,0.000072,1206,0,0,0,0,0,0
JabraDE,JabraDE,,0,0.000039,1207,0,0,0,0,0,0
kopfhoerer_de,kopfhoerer_de,,0,0.000072,1207,0,0,0,0,0,0
Daz6982,Daz6982,,7,0.000068,3,0,1,1,0,1,1
BikeandRider,BikeandRider,,0,0.000039,1208,0,0,0,0,0,0
GetGeared,GetGeared,,0,0.000072,1208,0,0,0,0,0,0
DogMama007,DogMama007,,0,0.000039,1209,0,0,0,0,0,0
DT_Ballymena,DT_Ballymena,,0,0.000171,1209,0,0,0,0,0,0
monibayone,monibayone,,0,0.000039,1210,0,0,0,0,0,0
CervezaLaVirgen,CervezaLaVirgen,,0,0.000072,1210,0,0,0,0,0,0
DanielS03713523,DanielS03713523,,4,0.000068,3,0,1,1,0,1,1
godisawoman233,godisawoman233,,0,0.000068,3,0,1,1,0,1,1
carlaisgraca,carlaisgraca,,0,0.000039,300,0,0,0,0,0,0
ACRplus,ACRplus,,0,0.000055,300,0,0,0,0,0,0
pxtterscar,pxtterscar,,0,0.000039,149,0,0,0,0,0,0
Rihanna31783336,Rihanna31783336,,1,0.000068,3,0,2,2,0,2,2
PatroaLudmilla,PatroaLudmilla,,1,0.000097,3,1,0,1,1,0,1
ninsthewriter,ninsthewriter,,0,0.000039,437,0,0,0,0,0,0
Julie777,Julie777,,7,0.000068,3,0,1,1,0,1,1
jpescamez,jpescamez,,4,0.000068,3,0,1,1,0,1,1
podandpendulum,podandpendulum,,0,0.000039,1211,0,0,0,0,0,0
DreadCentral,DreadCentral,,0,0.000072,1211,0,0,0,0,0,0
lorrainee0,lorrainee0,,1,0.000068,3,0,1,1,0,1,1
jackers24,jackers24,,7,0.000068,3,0,1,1,0,1,1
Wallace53367,Wallace53367,,0,0.000039,196,0,0,0,0,0,0
audrey_souchet,audrey_souchet,,0,0.000039,31,0,0,0,0,0,0
Jib66975220,Jib66975220,,2,0.000068,3,0,1,1,0,1,1
ItzHugoZ,ItzHugoZ,,6,0.000068,3,0,1,1,0,1,1
___mahmud,___mahmud,,7,0.000068,3,0,1,1,0,1,1
wthef_,wthef_,,5,0.000068,3,0,1,1,0,1,1
MarcosOrtuno,MarcosOrtuno,,4,0.000068,3,0,1,1,0,1,1
SassySa60783438,SassySa60783438,,0,0.000039,1212,0,0,0,0,0,0
hospiceuk,hospiceuk,,0,0.000105,1212,0,0,0,0,0,0
frosado_86,frosado_86,,0,0.000039,117,0,0,0,0,0,0
chescojav,chescojav,,4,0.000068,3,0,1,1,0,1,1
qqvillalobos,qqvillalobos,,0,0.000039,1196,0,0,0,0,0,0
OscarMunoz12,OscarMunoz12,,0,0.000039,1213,0,0,0,0,0,0
meelcoheen,meelcoheen,,0,0.000072,1213,0,0,0,0,0,0
Readytogoart,Readytogoart,,0,0.000086,797,0,0,0,0,0,0
CA_FELICIA_CK,CA_FELICIA_CK,,7,0.000068,3,0,1,1,0,1,1
ElipieMegan,ElipieMegan,,0,0.000039,1145,0,0,0,0,0,0
gurutinho,gurutinho,,0,0.000039,15,0,0,0,0,0,0
essexman180,essexman180,,3,0.000068,3,0,1,1,0,1,1
me44046639,me44046639,,7,0.000068,3,0,1,1,0,1,1
RobertoSilva21,RobertoSilva21,,4,0.000068,3,0,1,1,0,1,1
b_rnxx,b_rnxx,,1,0.000068,3,0,1,1,0,1,1
Zazie0603,Zazie0603,,4,0.000068,3,0,1,1,0,1,1
joongmaze,joongmaze,,1,0.000068,3,0,1,1,0,1,1
Kosuuu_,Kosuuu_,,4,0.000068,3,0,1,1,0,1,1
FleaFlickerUK,FleaFlickerUK,,0,0.000039,1214,0,0,0,0,0,0
UKASSNI,UKASSNI,,0,0.000072,1214,0,0,0,0,0,0
tenhofomefds,tenhofomefds,,1,0.000068,3,0,1,1,0,1,1
ThisisPVO,ThisisPVO,,0,0.000088,1215,0,0,0,0,0,0
Nabeeelaaa,Nabeeelaaa,,3,0.000068,3,0,1,1,0,1,1
lamotilia,lamotilia,,4,0.000068,3,0,1,1,0,1,1
luttesdemars,luttesdemars,,2,0.000068,3,0,1,1,0,1,1
tayofuego,tayofuego,,7,0.000068,3,0,3,3,0,3,3
iamthedefethyst,iamthedefethyst,,0,0.000039,1216,0,0,0,0,0,0
digitalspy,digitalspy,,0,0.000072,1216,0,0,0,0,0,0
ImpactHubBLN,ImpactHubBLN,,0,0.000039,278,0,0,0,0,0,0
suzb14,suzb14,,7,0.000068,3,0,1,1,0,1,1
skylihbult,skylihbult,,1,0.000068,3,0,1,1,0,1,1
ruroga78,ruroga78,,0,0.000039,1217,0,0,0,0,0,0
Pedro81406308,Pedro81406308,,0,0.000072,1217,0,0,0,0,0,0
jorrdirrobert,jorrdirrobert,,6,0.000068,3,0,1,1,0,1,1
FyldeCoastCCGs,FyldeCoastCCGs,,7,0.000068,3,0,1,1,0,1,1
loudbr2,loudbr2,,1,0.000068,3,0,3,3,0,3,3
imcunhazzz,imcunhazzz,,1,0.000068,3,0,2,2,0,2,2
LiterallySmash,LiterallySmash,,4,0.000068,3,0,1,1,0,1,1
Josh_Greenslade,Josh_Greenslade,,0,0.000068,3,0,1,1,0,1,1
fayemurray123,fayemurray123,,3,0.000068,3,0,1,1,0,1,1
CodMorse1,CodMorse1,,1,0.000068,3,0,1,1,0,1,1
AngelRValdes,AngelRValdes,,4,0.000068,3,0,1,1,0,1,1
ciiburh,ciiburh,,7,0.000068,3,0,1,1,0,1,1
MykalWane,MykalWane,,0,0.000039,1218,0,0,0,0,0,0
BadSquiddoGames,BadSquiddoGames,,0,0.000138,1218,0,0,0,0,0,0
mi_shmash,mi_shmash,,0,0.000068,3,0,1,1,0,1,1
R6_Speed,R6_Speed,,0,0.000068,3,0,1,1,0,1,1
PBone74058143,PBone74058143,,4,0.000068,3,0,1,1,0,1,1
Sissnail1,Sissnail1,,0,0.000039,19,0,0,0,0,0,0
Anele31475627,Anele31475627,,7,0.000068,3,0,2,2,0,2,2
MarcosTeste555,MarcosTeste555,,0,0.000039,196,0,0,0,0,0,0
Pmarschner99,Pmarschner99,,1,0.000068,3,0,1,1,0,1,1
spartancegar,spartancegar,,0,0.000039,1090,0,0,0,0,0,0
AnthonyEmerald5,AnthonyEmerald5,,0,0.000039,623,0,0,0,0,0,0
nav4_,nav4_,,0,0.000068,3,0,1,1,0,1,1
adrianolemoss,adrianolemoss,,1,0.000068,3,0,1,1,0,1,1
exame,exame,,1,0.000261,3,4,0,4,4,0,4
jimnixon727,jimnixon727,,0,0.000039,1219,0,0,0,0,0,0
StPetePD,StPetePD,,0,0.000072,1219,0,0,0,0,0,0
Bawdenator,Bawdenator,,0,0.000068,3,0,1,1,0,1,1
womenimpactnig,womenimpactnig,,0,0.000039,1220,0,0,0,0,0,0
gerocare_ng,gerocare_ng,,0,0.000072,1220,0,0,0,0,0,0
popularesgijon,popularesgijon,,4,0.000068,3,0,1,1,0,1,1
bunnycutesttt,bunnycutesttt,,0,0.000039,710,0,0,0,0,0,0
AKAI_JP,AKAI_JP,,0,0.000039,841,0,0,0,0,0,0
smairt2,smairt2,,0,0.000039,541,0,0,0,0,0,0
IamUltralive,IamUltralive,,7,0.000068,3,0,2,2,0,3,3
mtkcarraroe,mtkcarraroe,,0,0.000039,593,0,0,0,0,0,0
marshalcohen,marshalcohen,,0,0.000039,524,0,0,0,0,0,0
justwinds,justwinds,,0,0.000039,92,0,0,0,0,0,0
Silver305,Silver305,,1,0.000068,3,0,1,1,0,5,5
Aloha_Bryaan,Aloha_Bryaan,,0,0.000039,196,0,0,0,0,0,0
matt00211984,matt00211984,,0,0.000068,3,0,1,1,0,1,1
AlastairBreward,AlastairBreward,,7,0.000068,3,0,1,1,0,1,1
KG_Matong,KG_Matong,,7,0.000068,3,0,1,1,0,1,1
meg_coan,meg_coan,,7,0.000068,3,0,1,1,0,1,1
Nicoladrobertov,Nicoladrobertov,,4,0.000068,3,0,1,1,0,1,1
t_hayche,t_hayche,,7,0.000068,3,0,1,1,0,1,1
winklepin,winklepin,,0,0.000039,1221,0,0,0,0,0,0
TEDxKingston,TEDxKingston,,0,0.000072,1221,0,0,0,0,0,0
EvilRegal2,EvilRegal2,,7,0.000068,3,0,1,1,0,1,1
AliceBa34214143,AliceBa34214143,,0,0.000039,1222,0,0,0,0,0,0
carrefourbrasil,carrefourbrasil,,0,0.000072,1222,0,0,0,0,0,0
nripesh_kashyap,nripesh_kashyap,,4,0.000068,3,0,1,1,0,1,1
MauroCasciari,MauroCasciari,,0,0.000039,129,0,0,0,0,0,0
ChrisMelia48,ChrisMelia48,,0,0.000039,1118,0,0,0,0,0,0
samara__crf,samara__crf,,1,0.000068,3,0,1,1,0,1,1
BetCarine,BetCarine,,1,0.000068,3,0,1,1,0,1,1
gagecarlson85,gagecarlson85,,7,0.000068,3,0,1,1,0,1,1
HosanaVho,HosanaVho,,1,0.000068,3,0,1,1,0,1,1
Iasmin0320,Iasmin0320,,1,0.000068,3,0,1,1,0,1,1
Nahe71,Nahe71,,0,0.000039,1223,0,0,0,0,0,0
SWRAktuellRP,SWRAktuellRP,,0,0.000138,1223,0,0,0,0,0,0
m62440437,m62440437,,0,0.000039,1224,0,0,0,0,0,0
ApexKnights,ApexKnights,,0,0.000138,1224,0,0,0,0,0,0
ZackMc977,ZackMc977,,0,0.000039,1225,0,0,0,0,0,0
danncandido18,danncandido18,,1,0.000068,3,0,1,1,0,1,1
PhilDoe,PhilDoe,,0,0.000039,1226,0,0,0,0,0,0
adamandeve,adamandeve,,0,0.000072,1226,0,0,0,0,0,0
Nick68379786,Nick68379786,,0,0.000039,196,0,0,0,0,0,0
TheAhmadiMuslim,TheAhmadiMuslim,,7,0.000068,3,0,1,1,0,1,1
trinityblacio,trinityblacio,,0,0.000039,1227,0,0,0,0,0,0
Cammiesparks5,Cammiesparks5,,0,0.000072,1227,0,0,0,0,0,0
djvivireis,djvivireis,,0,0.000039,1228,0,0,0,0,0,0
visual_legion,visual_legion,,0,0.000072,1228,0,0,0,0,0,0
tuliowt,tuliowt,,1,0.000068,3,0,1,1,0,1,1
Norgeous,Norgeous,,7,0.000068,3,0,1,1,0,1,1
BryanChrisBrown,BryanChrisBrown,,0,0.000039,246,0,0,0,0,0,0
Heywood98,Heywood98,,7,0.000068,3,0,1,1,0,1,1
IamTwiice,IamTwiice,,0,0.000039,1229,0,0,0,0,0,0
VincenzoBalutto,VincenzoBalutto,,0,0.000072,1229,0,0,0,0,0,0
adambashir01,adambashir01,,0,0.000039,1230,0,0,0,0,0,0
JPJovani1,JPJovani1,,0,0.000105,1230,0,0,0,0,0,0
LGM1959,LGM1959,,0,0.000039,1231,0,0,0,0,0,0
davidellis85,davidellis85,,0,0.000072,1231,0,0,0,0,0,0
LessMafioso,LessMafioso,,7,0.000068,3,0,2,2,0,2,2
macie_nicholas,macie_nicholas,,7,0.000068,3,0,2,2,0,2,2
rexcessories,rexcessories,,0,0.000039,1232,0,0,0,0,0,0
Teegodz2,Teegodz2,,0,0.000105,1232,0,0,0,0,0,0
lucaixMp,lucaixMp,,1,0.000068,3,0,1,1,0,1,1
D_JoseAlvarez,D_JoseAlvarez,,4,0.000068,3,0,1,1,0,1,1
Azrael_Aeon,Azrael_Aeon,,4,0.000068,3,0,1,1,0,1,1
MarioG_91,MarioG_91,,0,0.000039,345,0,0,0,0,0,0
ellawest_,ellawest_,,0,0.000068,3,0,1,1,0,1,1
b_enwilson,b_enwilson,,0,0.000068,3,0,1,1,0,1,1
joonLT,joonLT,,0,0.000039,1233,0,0,0,0,0,0
jonnyegotrip,jonnyegotrip,,0,0.000072,1233,0,0,0,0,0,0
SkalderSan,SkalderSan,,0,0.000039,69,0,0,0,0,0,0
KayVhardy,KayVhardy,,7,0.000068,3,0,1,1,0,1,1
Marta_Cab,Marta_Cab,,0,0.000039,15,0,0,0,0,0,0
Dubki_Dendropar,Dubki_Dendropar,,0,0.000039,463,0,0,0,0,0,0
rgv101,rgv101,,0,0.000039,1234,0,0,0,0,0,0
lomographyjapan,lomographyjapan,,0,0.000072,1234,0,0,0,0,0,0
Gustaallstar,Gustaallstar,,1,0.000068,3,0,1,1,0,1,1
StriblingSam,StriblingSam,,4,0.000068,3,0,1,1,0,1,1
haz_bish,haz_bish,,3,0.000068,3,0,2,2,0,2,2
LuciBeachBooks,LuciBeachBooks,,0,0.000039,1235,0,0,0,0,0,0
ChocLituk,ChocLituk,,0,0.000105,1235,0,0,0,0,0,0
qhamane25,qhamane25,,0,0.000039,1236,0,0,0,0,0,0
Aggrey_idol,Aggrey_idol,,0,0.000072,1236,0,0,0,0,0,0
_HW2412,_HW2412,,0,0.000068,3,0,1,1,0,1,1
mattoh1,mattoh1,,7,0.000594,3,1,0,1,1,0,1
partlysunnyme,partlysunnyme,,4,0.000068,3,0,1,1,0,1,1
celestetoston,celestetoston,,6,0.000068,3,0,1,1,0,1,1
bayoumoonbeam97,bayoumoonbeam97,,7,0.000068,3,0,1,1,0,1,1
Kambi_Mohlala,Kambi_Mohlala,,7,0.000068,3,0,1,1,0,2,2
poxarog,poxarog,,1,0.000068,3,0,1,1,0,1,1
Crushinen,Crushinen,,7,0.000068,3,0,1,1,0,1,1
Fulizando,Fulizando,,1,0.000068,3,0,1,1,0,1,1
king_sthera13,king_sthera13,,7,0.000068,3,0,1,1,0,1,1
Phmiranda96,Phmiranda96,,4,0.000068,3,0,1,1,0,1,1
lamb099,lamb099,,0,0.000068,3,0,1,1,0,1,1
DaveML01,DaveML01,,3,0.000068,3,0,1,1,0,1,1
Mari_Tiengo,Mari_Tiengo,,1,0.000068,3,0,1,1,0,1,1
