Id,Label,timeset,modularity_class,pageranks,componentnumber,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree
ShugaBone,ShugaBone,,7,0.000068,3,0,1,1,0,1,1
EduardoMotta13,EduardoMotta13,,1,0.000068,3,0,1,1,0,1,1
al_loveday,al_loveday,,0,0.000039,720,0,0,0,0,0,0
SWACApprentices,SWACApprentices,,0,0.000072,720,0,0,0,0,0,0
gina_asada,gina_asada,,0,0.000039,266,0,0,0,0,0,0
Brassingtonmax,Brassingtonmax,,0,0.000068,3,0,1,1,0,1,1
danieladantasx,danieladantasx,,1,0.000068,3,0,2,2,0,2,2
calliaari,calliaari,,0,0.000039,721,0,0,0,0,0,0
underoverbettr,underoverbettr,,0,0.000138,721,0,0,0,0,0,0
towler_henry,towler_henry,,0,0.000068,3,0,1,1,0,1,1
di_plora,di_plora,,7,0.000068,3,0,1,1,0,2,2
SchleiderJustin,SchleiderJustin,,0,0.000039,722,0,0,0,0,0,0
Fitbound,Fitbound,,0,0.000072,722,0,0,0,0,0,0
FRANIGHT,FRANIGHT,,0,0.000039,76,0,0,0,0,0,0
CoffeeGeek,CoffeeGeek,,0,0.000039,723,0,0,0,0,0,0
1stline,1stline,,0,0.000072,723,0,0,0,0,0,0
rafael09730966,rafael09730966,,0,0.000039,196,0,0,0,0,0,0
rafalicogonpre,rafalicogonpre,,0,0.000039,76,0,0,0,0,0,0
Laymicordoca_,Laymicordoca_,,6,0.000068,3,0,1,1,0,1,1
LuiSanz_,LuiSanz_,,6,0.000329,3,5,0,5,5,0,5
ju_oliver14,ju_oliver14,,0,0.000039,196,0,0,0,0,0,0
Moha_ibrahim304,Moha_ibrahim304,,7,0.000068,3,0,2,2,0,3,3
m42oficialbr,m42oficialbr,,1,0.000068,3,0,1,1,0,1,1
Asif_PNEFC,Asif_PNEFC,,0,0.000039,724,0,0,0,0,0,0
pnefc,pnefc,,0,0.000072,724,0,0,0,0,0,0
XatzDimitris,XatzDimitris,,0,0.000039,43,0,0,0,0,0,0
CoelhoHeraldo,CoelhoHeraldo,,0,0.000039,660,0,0,0,0,0,0
Frederic_Kingue,Frederic_Kingue,,0,0.000039,725,0,0,0,0,0,0
LBCfashion,LBCfashion,,0,0.000072,725,0,0,0,0,0,0
Terris38029559,Terris38029559,,7,0.000068,3,0,1,1,0,1,1
RachSlytherin,RachSlytherin,,3,0.000068,3,0,1,1,0,1,1
bielmpdf,bielmpdf,,0,0.000039,196,0,0,0,0,0,0
CouponOfferte,CouponOfferte,,0,0.000039,726,0,0,0,0,0,0
promuoviMe,promuoviMe,,0,0.000072,726,0,0,0,0,0,0
Sir_AKY,Sir_AKY,,7,0.000068,3,0,1,1,0,1,1
collinson99,collinson99,,0,0.000068,3,0,1,1,0,1,1
Sazari2015,Sazari2015,,0,0.000039,727,0,0,0,0,0,0
Chakino_N,Chakino_N,,7,0.000068,3,0,2,2,0,2,2
kamogelo1403,kamogelo1403,,7,0.000155,3,2,0,2,2,0,2
Commander_Nate,Commander_Nate,,0,0.000039,70,0,0,0,0,0,0
iamdihealer,iamdihealer,,7,0.000068,3,0,2,2,0,3,3
JosephB333,JosephB333,,0,0.000068,3,0,1,1,0,1,1
OlgaTami,OlgaTami,,0,0.000039,728,0,0,0,0,0,0
alsondecarnaval,alsondecarnaval,,0,0.000105,728,0,0,0,0,0,0
hlonithipe,hlonithipe,,7,0.000068,3,0,1,1,0,1,1
pickychuchu,pickychuchu,,7,0.000068,3,0,1,1,0,1,1
xOpTiCx115,xOpTiCx115,,0,0.000039,392,0,0,0,0,0,0
mundnerdcristao,mundnerdcristao,,0,0.000039,196,0,0,0,0,0,0
autumnismybabe,autumnismybabe,,0,0.000068,3,0,1,1,0,1,1
iraslaya,iraslaya,,0,0.000039,360,0,0,0,0,0,0
LAshmore12,LAshmore12,,7,0.000068,3,0,1,1,0,1,1
Vasila_91,Vasila_91,,7,0.000068,3,0,1,1,0,1,1
Alans_D,Alans_D,,7,0.000068,3,0,1,1,0,1,1
xihlukeshivambe,xihlukeshivambe,,7,0.000068,3,0,1,1,0,1,1
culabre,culabre,,3,0.000068,3,0,1,1,0,1,1
poliguito,poliguito,,0,0.000039,441,0,0,0,0,0,0
JaladTemmy,JaladTemmy,,7,0.000068,3,0,1,1,0,1,1
isabelbrandao_,isabelbrandao_,,0,0.000039,367,0,0,0,0,0,0
FoxxBrew,FoxxBrew,,7,0.000068,3,0,1,1,0,1,1
JamesDanielss,JamesDanielss,,0,0.000068,3,0,1,1,0,1,1
EdicarlosFe,EdicarlosFe,,1,0.000068,3,0,2,2,0,2,2
MirrorTech,MirrorTech,,0,0.000039,219,0,0,0,0,0,0
fatina909,fatina909,,0,0.00024,202,0,0,0,0,0,0
SalfordSocEnt,SalfordSocEnt,,0,0.000039,278,0,0,0,0,0,0
AltitudeBase,AltitudeBase,,0,0.000039,729,0,0,0,0,0,0
milkycoffee114,milkycoffee114,,0,0.000105,729,0,0,0,0,0,0
mst_chocho777,mst_chocho777,,7,0.000068,3,0,1,1,0,1,1
KhimNutta94,KhimNutta94,,0,0.000039,92,0,0,0,0,0,0
daethirin,daethirin,,0,0.000039,730,0,0,0,0,0,0
MazetteBD,MazetteBD,,0,0.000171,730,0,0,0,0,0,0
ThaboPhoenix_,ThaboPhoenix_,,7,0.000068,3,0,1,1,0,1,1
vumanindlovu22,vumanindlovu22,,7,0.000185,3,3,0,3,3,0,3
ViveroQuentar,ViveroQuentar,,0,0.000039,731,0,0,0,0,0,0
CGQuentar,CGQuentar,,0,0.000072,731,0,0,0,0,0,0
ddlwlove,ddlwlove,,1,0.000068,3,0,1,1,0,1,1
MSuksnguan,MSuksnguan,,4,0.000068,3,0,1,1,0,1,1
ramiroalmeida,ramiroalmeida,,0,0.000039,732,0,0,0,0,0,0
ClearThailand,ClearThailand,,0,0.000039,92,0,0,0,0,0,0
JyotiSahni7,JyotiSahni7,,4,0.000068,3,0,1,1,0,1,1
stephaniecoylex,stephaniecoylex,,0,0.000068,3,0,1,1,0,1,1
aprodri,aprodri,,6,0.000068,3,0,1,1,0,1,1
PatriciaSCM,PatriciaSCM,,0,0.000039,733,0,0,0,0,0,0
LegolasRPG10,LegolasRPG10,,0,0.000072,733,0,0,0,0,0,0
CMarieNico,CMarieNico,,0,0.000039,734,0,0,0,0,0,0
momwifebusylife,momwifebusylife,,0,0.000121,734,0,0,0,0,0,0
Mom_Junky,Mom_Junky,,0,0.000055,734,0,0,0,0,0,0
EdinburghWatch,EdinburghWatch,,0,0.000039,729,0,0,0,0,0,0
OttDriver,OttDriver,,3,0.000068,3,0,1,1,0,1,1
EdMashia,EdMashia,,7,0.000068,3,0,1,1,0,1,1
ladytyger12,ladytyger12,,7,0.000068,3,0,1,1,0,1,1
My4EverWorld,My4EverWorld,,7,0.000068,3,0,1,1,0,1,1
BenedictorHanda,BenedictorHanda,,7,0.000068,3,0,1,1,0,1,1
italoemmanoel,italoemmanoel,,1,0.000068,3,0,1,1,0,1,1
jacbellio,jacbellio,,1,0.000068,3,0,1,1,0,1,1
tomsticks_,tomsticks_,,7,0.000068,3,0,1,1,0,1,1
GingerDanIngram,GingerDanIngram,,0,0.000068,3,0,1,1,0,1,1
ilysemi,ilysemi,,1,0.000068,3,0,1,1,0,1,1
Carlitostractra,Carlitostractra,,0,0.000039,192,0,0,0,0,0,0
MiriamAnneW,MiriamAnneW,,0,0.000039,57,0,0,0,0,0,0
lilinhorock,lilinhorock,,1,0.000068,3,0,1,1,0,1,1
Lorranisouza_,Lorranisouza_,,1,0.000068,3,0,1,1,0,1,1
ModernDesignBot,ModernDesignBot,,0,0.000039,735,0,0,0,0,0,0
SongYing1202,SongYing1202,,0,0.000072,735,0,0,0,0,0,0
anubidal,anubidal,,0,0.000039,736,0,0,0,0,0,0
Souidos,Souidos,,0,0.000072,736,0,0,0,0,0,0
otarunero,otarunero,,7,0.000068,3,0,1,1,0,1,1
Claudinhodugrau,Claudinhodugrau,,1,0.000068,3,0,1,1,0,1,1
Ntikelo13,Ntikelo13,,7,0.000068,3,0,1,1,0,1,1
LexVerzijl,LexVerzijl,,0,0.000039,321,0,0,0,0,0,0
xVerySiriusx,xVerySiriusx,,1,0.000068,3,0,2,2,0,2,2
larrxsun,larrxsun,,1,0.000097,3,1,0,1,1,0,1
GloballyKenyan,GloballyKenyan,,0,0.000039,737,0,0,0,0,0,0
GoodHope_Travel,GoodHope_Travel,,0,0.000072,737,0,0,0,0,0,0
laval_lawal_boi,laval_lawal_boi,,7,0.000068,3,0,2,2,0,2,2
Euro_Ukrainian,Euro_Ukrainian,,0,0.000039,738,0,0,0,0,0,0
fainyj_Ali,fainyj_Ali,,0,0.000105,738,0,0,0,0,0,0
Haem_O,Haem_O,,0,0.000258,739,0,0,0,0,0,0
DBHOB,DBHOB,,0,0.000258,739,0,0,0,0,0,0
MatusallemTv,MatusallemTv,,0,0.000039,196,0,0,0,0,0,0
GurrdyGirl,GurrdyGirl,,0,0.000039,300,0,0,0,0,0,0
tkshabalala07,tkshabalala07,,0,0.000039,740,0,0,0,0,0,0
MadLipz_SA,MadLipz_SA,,0,0.000072,740,0,0,0,0,0,0
glexposito,glexposito,,0,0.000039,741,0,0,0,0,0,0
pulsionparcial,pulsionparcial,,0,0.000171,741,0,0,0,0,0,0
O_Graziano,O_Graziano,,0,0.000039,742,0,0,0,0,0,0
LOQUILLOPANAMA,LOQUILLOPANAMA,,0,0.000072,742,0,0,0,0,0,0
saiwicc,saiwicc,,0,0.000039,743,0,0,0,0,0,0
Moyorz87,Moyorz87,,0,0.000072,743,0,0,0,0,0,0
YUNGBLUDBDB,YUNGBLUDBDB,,1,0.000068,3,0,1,1,0,1,1
MauroVS,MauroVS,,4,0.000068,3,0,2,2,0,2,2
muambator,muambator,,4,0.000097,3,1,0,1,1,0,1
ahmierda,ahmierda,,4,0.000068,3,0,1,1,0,1,1
Its___Ingrid,Its___Ingrid,,0,0.000039,744,0,0,0,0,0,0
Naelixoxo_,Naelixoxo_,,0,0.000072,744,0,0,0,0,0,0
iElektro_es,iElektro_es,,0,0.000039,745,0,0,0,0,0,0
circutor,circutor,,0,0.000072,745,0,0,0,0,0,0
lanedeholanda,lanedeholanda,,1,0.000068,3,0,1,1,0,1,1
ClaytonElmore3,ClaytonElmore3,,4,0.000068,3,0,1,1,0,1,1
KrStudios2,KrStudios2,,7,0.000068,3,0,1,1,0,1,1
correa_gmez,correa_gmez,,6,0.000068,3,0,1,1,0,1,1
DivaDeanna13,DivaDeanna13,,7,0.000068,3,0,1,1,0,1,1
Aurora_lte,Aurora_lte,,7,0.000068,3,0,1,1,0,1,1
Juninho99145229,Juninho99145229,,1,0.000068,3,0,1,1,0,1,1
Emmie59f,Emmie59f,,7,0.000068,3,0,1,1,0,1,1
Namito61455065,Namito61455065,,0,0.000039,46,0,0,0,0,0,0
rvnwrks,rvnwrks,,0,0.000039,746,0,0,0,0,0,0
Wix,Wix,,0,0.000105,746,0,0,0,0,0,0
stoppestennu,stoppestennu,,0,0.000039,747,0,0,0,0,0,0
Europol,Europol,,0,0.000072,747,0,0,0,0,0,0
BadrinasLuis,BadrinasLuis,,0,0.000039,748,0,0,0,0,0,0
Hadiel_hnv,Hadiel_hnv,,0,0.000072,748,0,0,0,0,0,0
kathleenoverend,kathleenoverend,,0,0.000068,3,0,1,1,0,1,1
Premier_TrainUK,Premier_TrainUK,,0,0.000039,749,0,0,0,0,0,0
thevansx,thevansx,,1,0.000068,3,0,1,1,0,1,1
sportstalksvss,sportstalksvss,,0,0.000039,750,0,0,0,0,0,0
thoughtheory907,thoughtheory907,,0,0.000072,750,0,0,0,0,0,0
Its_Daa_vid,Its_Daa_vid,,7,0.000068,3,0,1,1,0,1,1
Kesta_Laines,Kesta_Laines,,7,0.000068,3,0,1,1,0,1,1
mercearbu,mercearbu,,0,0.000039,751,0,0,0,0,0,0
MinorLits,MinorLits,,0,0.000105,751,0,0,0,0,0,0
tomaspedro3,tomaspedro3,,0,0.000039,610,0,0,0,0,0,0
SemprePhi,SemprePhi,,4,0.000068,3,0,1,1,0,1,1
LibThus,LibThus,,1,0.000068,3,0,1,1,0,1,1
JoshSheguey2,JoshSheguey2,,0,0.000039,752,0,0,0,0,0,0
JoshSheguey,JoshSheguey,,0,0.000072,752,0,0,0,0,0,0
paahgadani,paahgadani,,1,0.000068,3,0,1,1,0,1,1
MeggieLeggies,MeggieLeggies,,7,0.000068,3,0,1,1,0,1,1
sindicatoASPI,sindicatoASPI,,0,0.000039,753,0,0,0,0,0,0
Letssingaboutit,Letssingaboutit,,0,0.000203,753,0,0,0,0,0,0
JimBridenstine,JimBridenstine,,4,0.000068,3,0,1,1,0,1,1
Ptk_017,Ptk_017,,0,0.000039,196,0,0,0,0,0,0
VisitSouthDowns,VisitSouthDowns,,0,0.000039,754,0,0,0,0,0,0
amberley_museum,amberley_museum,,0,0.000072,754,0,0,0,0,0,0
gbr0_,gbr0_,,1,0.000068,3,0,1,1,0,1,1
victorpurata,victorpurata,,0,0.000039,287,0,0,0,0,0,0
hdmi_infection,hdmi_infection,,0,0.000068,3,0,1,1,0,1,1
crosshairsonyou,crosshairsonyou,,0,0.000039,19,0,0,0,0,0,0
Boots_Jobs,Boots_Jobs,,0,0.000039,755,0,0,0,0,0,0
SophieLovesPink,SophieLovesPink,,0,0.000072,755,0,0,0,0,0,0
scorpio66966,scorpio66966,,0,0.000039,129,0,0,0,0,0,0
RaveonRichmond,RaveonRichmond,,0,0.000039,756,0,0,0,0,0,0
henricoblue,henricoblue,,0,0.000236,756,0,0,0,0,0,0
danmoore06,danmoore06,,0,0.000068,3,0,1,1,0,1,1
delimagabs,delimagabs,,7,0.000068,3,0,1,1,0,1,1
Bonner_Connor,Bonner_Connor,,7,0.000068,3,0,1,1,0,1,1
maconh_,maconh_,,0,0.000039,757,0,0,0,0,0,0
Alberto38539731,Alberto38539731,,0,0.000072,757,0,0,0,0,0,0
mvsouzaaa,mvsouzaaa,,1,0.000068,3,0,1,1,0,1,1
SSRoseCrimson10,SSRoseCrimson10,,3,0.000068,3,0,1,1,0,1,1
KingSpartaX37,KingSpartaX37,,3,0.000131,3,2,0,2,2,0,2
oq_alice,oq_alice,,1,0.000068,3,0,1,1,0,1,1
gerarddillonart,gerarddillonart,,0,0.000039,758,0,0,0,0,0,0
NEcolibrium,NEcolibrium,,0,0.000072,758,0,0,0,0,0,0
Faniquitaacesa,Faniquitaacesa,,1,0.000068,3,0,1,1,0,1,1
sueperbmetal,sueperbmetal,,0,0.000039,643,0,0,0,0,0,0
httpRsemei380we,httpRsemei380we,,1,0.000068,3,0,1,1,0,1,1
NightyTwidda,NightyTwidda,,0,0.000039,759,0,0,0,0,0,0
HandIOfIBlood,HandIOfIBlood,,0,0.000072,759,0,0,0,0,0,0
chxrliecook07,chxrliecook07,,0,0.000039,760,0,0,0,0,0,0
GilletteUK,GilletteUK,,0,0.000138,760,0,0,0,0,0,0
mohaa0505,mohaa0505,,4,0.000068,3,0,1,1,0,1,1
Belintanileo,Belintanileo,,0,0.000039,761,0,0,0,0,0,0
wonderwomilla,wonderwomilla,,0,0.000072,761,0,0,0,0,0,0
kim_otton,kim_otton,,0,0.000039,762,0,0,0,0,0,0
RecycleDevon,RecycleDevon,,0,0.000072,762,0,0,0,0,0,0
sonnier_kayla,sonnier_kayla,,0,0.000039,763,0,0,0,0,0,0
BandatLakeshore,BandatLakeshore,,0,0.000072,763,0,0,0,0,0,0
Mohitiwari_,Mohitiwari_,,0,0.000039,764,0,0,0,0,0,0
xxmands__,xxmands__,,1,0.000068,3,0,1,1,0,1,1
Carrasclet2,Carrasclet2,,6,0.000068,3,0,1,1,0,1,1
waleed_rf,waleed_rf,,0,0.000039,765,0,0,0,0,0,0
atptour,atptour,,0,0.000121,765,0,0,0,0,0,0
BloggyMoms,BloggyMoms,,0,0.000039,766,0,0,0,0,0,0
MomFaveToyList,MomFaveToyList,,0,0.000072,766,0,0,0,0,0,0
LauraRey211,LauraRey211,,0,0.000039,149,0,0,0,0,0,0
GravisTetus,GravisTetus,,0,0.000068,3,0,1,1,0,1,1
alexalbisu,alexalbisu,,0,0.000039,767,0,0,0,0,0,0
Esiin07470901,Esiin07470901,,4,0.000068,3,0,1,1,0,1,1
ginddd,ginddd,,0,0.000039,700,0,0,0,0,0,0
1lLYTUSywYokN2T,1lLYTUSywYokN2T,,0,0.000039,768,0,0,0,0,0,0
WarThunderJP,WarThunderJP,,0,0.000335,768,0,0,0,0,0,0
SilvanaPerlezzi,SilvanaPerlezzi,,0,0.000039,422,0,0,0,0,0,0
vanjahadzicgma1,vanjahadzicgma1,,7,0.000068,3,0,1,1,0,3,3
CNET,CNET,,7,0.000387,3,6,0,6,9,0,9
Kojo_Gbedawo,Kojo_Gbedawo,,7,0.000068,3,0,1,1,0,1,1
Noah_Ruz,Noah_Ruz,,7,0.000068,3,0,1,1,0,1,1
iphones4sale145,iphones4sale145,,7,0.000538,3,11,0,11,11,0,11
ThallesAlmeidaa,ThallesAlmeidaa,,1,0.000068,3,0,1,1,0,1,1
werthernieland,werthernieland,,0,0.000039,769,0,0,0,0,0,0
TheoJans1,TheoJans1,,0,0.000072,769,0,0,0,0,0,0
Abusaid77,Abusaid77,,0,0.000068,3,0,1,1,0,1,1
DarrinBowers,DarrinBowers,,0,0.000039,770,0,0,0,0,0,0
BlueJacketsNHL,BlueJacketsNHL,,0,0.000072,770,0,0,0,0,0,0
iamkingmonye,iamkingmonye,,7,0.000068,3,0,1,1,0,1,1
palayeva,palayeva,,0,0.000039,771,0,0,0,0,0,0
erlove92,erlove92,,0,0.000072,771,0,0,0,0,0,0
gingongbee,gingongbee,,4,0.000068,3,0,1,1,0,1,1
thamiflann,thamiflann,,1,0.000068,3,0,2,2,0,2,2
rangerzinhaa,rangerzinhaa,,1,0.000097,3,1,0,1,1,0,1
_baaaaarbara,_baaaaarbara,,1,0.000068,3,0,1,1,0,1,1
JakelyneSoares2,JakelyneSoares2,,1,0.000068,3,0,1,1,0,1,1
vegan_irish,vegan_irish,,0,0.000039,149,0,0,0,0,0,0
isakemanuelf,isakemanuelf,,0,0.000039,116,0,0,0,0,0,0
insyncwithyou1,insyncwithyou1,,4,0.000068,3,0,1,1,0,1,1
jaavii009,jaavii009,,0,0.000039,772,0,0,0,0,0,0
El_Richal_,El_Richal_,,0,0.000236,772,0,0,0,0,0,0
Mutant_Hamster,Mutant_Hamster,,3,0.000068,3,0,2,2,0,2,2
LuizaSa83324944,LuizaSa83324944,,0,0.000039,196,0,0,0,0,0,0
MrsGuldin,MrsGuldin,,7,0.000068,3,0,1,1,0,1,1
ManasTuraga,ManasTuraga,,4,0.000068,3,0,1,1,0,1,1
AolCatherine,AolCatherine,,0,0.000039,773,0,0,0,0,0,0
GABR_Bassets,GABR_Bassets,,0,0.000105,773,0,0,0,0,0,0
adelmopavarine,adelmopavarine,,1,0.000068,3,0,1,1,0,1,1
Pannenbaecker,Pannenbaecker,,0,0.000039,774,0,0,0,0,0,0
kessemak2,kessemak2,,0,0.000105,774,0,0,0,0,0,0
CJHendrixi,CJHendrixi,,0,0.000068,3,0,1,1,0,1,1
ProjectHyraxApp,ProjectHyraxApp,,0,0.000039,775,0,0,0,0,0,0
SpaceCowsGame,SpaceCowsGame,,0,0.000072,775,0,0,0,0,0,0
henrifawcett,henrifawcett,,0,0.000068,3,0,1,1,0,1,1
EPereira_19,EPereira_19,,1,0.000068,3,0,1,1,0,1,1
nokuzola15,nokuzola15,,7,0.000068,3,0,1,1,0,1,1
Nursefemme72,Nursefemme72,,0,0.000039,776,0,0,0,0,0,0
RealityRecaps,RealityRecaps,,0,0.000105,776,0,0,0,0,0,0
mkryshtalskyj,mkryshtalskyj,,7,0.000068,3,0,1,1,0,1,1
JJJJJJOOOOOOYY4,JJJJJJOOOOOOYY4,,7,0.000068,3,0,2,2,0,2,2
DoctorFatos,DoctorFatos,,0,0.000039,777,0,0,0,0,0,0
jotazerg,jotazerg,,0,0.000072,777,0,0,0,0,0,0
littIeboyheart,littIeboyheart,,1,0.000068,3,0,1,1,0,1,1
Sontonghulele,Sontonghulele,,7,0.000068,3,0,1,1,0,1,1
samaraalim4,samaraalim4,,1,0.000068,3,0,1,1,0,1,1
solanopat,solanopat,,6,0.000068,3,0,1,1,0,1,1
owasendle,owasendle,,7,0.000068,3,0,1,1,0,1,1
JayelleMo,JayelleMo,,0,0.000039,778,0,0,0,0,0,0
NLPubLibraries,NLPubLibraries,,0,0.000072,778,0,0,0,0,0,0
matthewgreggs,matthewgreggs,,0,0.000068,3,0,1,1,0,1,1
TbnArthur,TbnArthur,,0,0.000039,779,0,0,0,0,0,0
padre_paulo,padre_paulo,,0,0.000072,779,0,0,0,0,0,0
hashtag_87000,hashtag_87000,,7,0.000068,3,0,1,1,0,1,1
_xmiax_o,_xmiax_o,,0,0.000039,344,0,0,0,0,0,0
DotVotes,DotVotes,,0,0.000039,780,0,0,0,0,0,0
XRBedfordshire,XRBedfordshire,,0,0.000105,780,0,0,0,0,0,0
jamesh_160,jamesh_160,,7,0.000068,3,0,1,1,0,1,1
smkoulouri1,smkoulouri1,,5,0.000068,3,0,1,1,0,1,1
ms_twinkle100,ms_twinkle100,,7,0.000068,3,0,1,1,0,1,1
LozanoPali,LozanoPali,,7,0.000068,3,0,4,4,0,4,4
Matthew77353622,Matthew77353622,,3,0.000068,3,0,1,1,0,1,1
Rosario_Strano,Rosario_Strano,,0,0.000039,781,0,0,0,0,0,0
alzcny,alzcny,,0,0.000072,781,0,0,0,0,0,0
PatMason143,PatMason143,,0,0.000039,186,0,0,0,0,0,0
leemaz__,leemaz__,,7,0.000068,3,0,1,1,0,1,1
CiaoGrosso,CiaoGrosso,,0,0.000039,259,0,0,0,0,0,0
Lily_2921,Lily_2921,,0,0.000039,287,0,0,0,0,0,0
endeverstar,endeverstar,,7,0.000068,3,0,2,2,0,2,2
julietandbadger,julietandbadger,,0,0.000039,300,0,0,0,0,0,0
707stunna,707stunna,,7,0.000068,3,0,1,1,0,1,1
victor37427727,victor37427727,,0,0.000039,196,0,0,0,0,0,0
actualidadreg,actualidadreg,,0,0.000039,300,0,0,0,0,0,0
Snivyguy912,Snivyguy912,,0,0.000068,3,0,1,1,0,1,1
JSonners,JSonners,,3,0.000068,3,0,1,1,0,1,1
belchiorso,belchiorso,,1,0.000068,3,0,1,1,0,1,1
ann_neona,ann_neona,,7,0.000068,3,0,1,1,0,1,1
wmar_lon,wmar_lon,,0,0.000039,196,0,0,0,0,0,0
SFlinn67,SFlinn67,,0,0.000039,782,0,0,0,0,0,0
Hadrians_Gate,Hadrians_Gate,,0,0.000072,782,0,0,0,0,0,0
HandsDaniel,HandsDaniel,,7,0.000068,3,0,1,1,0,1,1
Danny_gguk,Danny_gguk,,1,0.000068,3,0,1,1,0,1,1
NoCoPsLoWcOsT,NoCoPsLoWcOsT,,0,0.000039,76,0,0,0,0,0,0
atulkan,atulkan,,7,0.000068,3,0,1,1,0,1,1
mysocalledlife,mysocalledlife,,3,0.000068,3,0,1,1,0,1,1
derramez,derramez,,0,0.000039,196,0,0,0,0,0,0
youarem95401072,youarem95401072,,0,0.000039,387,0,0,0,0,0,0
Owsool,Owsool,,0,0.000039,166,0,0,0,0,0,0
ArtbertoCotes,ArtbertoCotes,,0,0.000039,15,0,0,0,0,0,0
jonatas_borges2,jonatas_borges2,,1,0.000068,3,0,1,1,0,1,1
KenSnps,KenSnps,,7,0.000068,3,0,1,1,0,2,2
BettydeFuego,BettydeFuego,,6,0.000068,3,0,1,1,0,1,1
dinossahuro,dinossahuro,,1,0.000068,3,0,1,1,0,1,1
JuicyBells1,JuicyBells1,,7,0.000068,3,0,1,1,0,1,1
JohnSmith987354,JohnSmith987354,,0,0.000039,19,0,0,0,0,0,0
emma_evwaraye,emma_evwaraye,,7,0.000068,3,0,1,1,0,1,1
hospitalclinic,hospitalclinic,,0,0.000039,282,0,0,0,0,0,0
brocolibeta,brocolibeta,,0,0.000039,15,0,0,0,0,0,0
GumIsDrawing,GumIsDrawing,,7,0.000068,3,0,1,1,0,1,1
macer_amber,macer_amber,,0,0.000068,3,0,1,1,0,1,1
ImSoGift,ImSoGift,,7,0.000068,3,0,1,1,0,1,1
uaikarla,uaikarla,,1,0.000068,3,0,1,1,0,1,1
JTravisGrundon,JTravisGrundon,,0,0.000039,57,0,0,0,0,0,0
Ddd72873480,Ddd72873480,,4,0.000068,3,0,1,1,0,1,1
DIFERREIRA_07,DIFERREIRA_07,,1,0.000068,3,0,1,1,0,1,1
Occit,Occit,,6,0.000068,3,0,1,1,0,1,1
SevdijeSalihu,SevdijeSalihu,,7,0.000068,3,0,1,1,0,1,1
CarlaRobertaDS,CarlaRobertaDS,,1,0.000068,3,0,1,1,0,1,1
Mayorion2012,Mayorion2012,,3,0.000068,3,0,1,1,0,1,1
suby_sd,suby_sd,,7,0.000068,3,0,1,1,0,1,1
Mermaidd7,Mermaidd7,,0,0.000039,783,0,0,0,0,0,0
Hamzoz,Hamzoz,,0,0.000401,783,0,0,0,0,0,0
lalochocolate,lalochocolate,,4,0.000068,3,0,1,1,0,1,1
_UmaiyahS,_UmaiyahS,,7,0.000068,3,0,1,1,0,1,1
ManuelAlvoVela,ManuelAlvoVela,,1,0.000068,3,0,1,1,0,1,1
veerleslegers,veerleslegers,,0,0.000039,719,0,0,0,0,0,0
ChiltonBradley,ChiltonBradley,,0,0.000068,3,0,1,1,0,1,1
fushani_thabang,fushani_thabang,,7,0.000068,3,0,1,1,0,1,1
ordnancymom,ordnancymom,,7,0.000068,3,0,1,1,0,1,1
mamaaffff,mamaaffff,,1,0.000068,3,0,1,1,0,1,1
TresaKM,TresaKM,,4,0.000068,3,0,1,1,0,1,1
heeybu_,heeybu_,,0,0.000039,784,0,0,0,0,0,0
ClicRDC,ClicRDC,,0,0.000072,784,0,0,0,0,0,0
sisterofstyles,sisterofstyles,,1,0.000068,3,0,1,1,0,1,1
Victor51521810,Victor51521810,,0,0.000039,196,0,0,0,0,0,0
patinhomuller,patinhomuller,,1,0.000068,3,0,1,1,0,1,1
DaniAsensio,DaniAsensio,,0,0.000039,236,0,0,0,0,0,0
DenisMusic7,DenisMusic7,,4,0.000068,3,0,1,1,0,1,1
estercstr,estercstr,,1,0.000068,3,0,1,1,0,1,1
beaujohnson44,beaujohnson44,,0,0.000039,57,0,0,0,0,0,0
GabrielMezaT,GabrielMezaT,,0,0.000039,765,0,0,0,0,0,0
ATPTour_ES,ATPTour_ES,,0,0.000088,765,0,0,0,0,0,0
Lagamthym,Lagamthym,,7,0.000068,3,0,1,1,0,1,1
AndrewLafleche,AndrewLafleche,,7,0.000068,3,0,1,1,0,1,1
Rsk14R,Rsk14R,,5,0.000068,3,0,1,1,0,1,1
cierresettebis,cierresettebis,,0,0.000039,129,0,0,0,0,0,0
mariasoul_,mariasoul_,,1,0.000068,3,0,2,2,0,2,2
Riseup4D,Riseup4D,,0,0.000039,785,0,0,0,0,0,0
Francis61978564,Francis61978564,,0,0.000039,89,0,0,0,0,0,0
mackarthur36,mackarthur36,,0,0.000039,786,0,0,0,0,0,0
IsaiasLafuente,IsaiasLafuente,,0,0.000072,786,0,0,0,0,0,0
ilkprimat,ilkprimat,,0,0.000039,787,0,0,0,0,0,0
ccooLeon,ccooLeon,,0,0.000039,788,0,0,0,0,0,0
uatae_es,uatae_es,,0,0.000105,788,0,0,0,0,0,0
Susieodonoghue1,Susieodonoghue1,,0,0.000039,789,0,0,0,0,0,0
Georgina_WP,Georgina_WP,,0,0.000072,789,0,0,0,0,0,0
LiNa4026,LiNa4026,,0,0.000039,790,0,0,0,0,0,0
PrinsesChrissie,PrinsesChrissie,,0,0.000236,790,0,0,0,0,0,0
