Id,Label,timeset,componentnumber,modularity_class,pageranks,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree
VitriaS74054137,VitriaS74054137,,0,2,0.000146,0,4,4,0,4,4
aaaagrrr,aaaagrrr,,27,0,0,0,0,0,0,0,0
120tematarr,120tematarr,,27,0,0,0,0,0,0,0,0
manusrod17,manusrod17,,0,2,0.000146,0,3,3,0,3,3
coelele,coelele,,28,0,0,0,0,0,0,0,0
_AK_44,_AK_44,,28,0,0,0,0,0,0,0,0
GiselleNadai,GiselleNadai,,0,2,0.000146,0,1,1,0,1,1
23SailorMoon,23SailorMoon,,0,2,0.000146,0,21,21,0,21,21
Juninho62879888,Juninho62879888,,0,2,0.001066,16,0,16,16,0,16
wellingtonb84,wellingtonb84,,0,2,0.000146,0,1,1,0,1,1
cryagustd,cryagustd,,0,2,0.000146,0,2,2,0,2,2
JuCordeeiro,JuCordeeiro,,0,2,0.000146,0,1,1,0,1,1
AnnaRoc82224808,AnnaRoc82224808,,0,2,0.000146,0,2,2,0,2,2
themutantes,themutantes,,0,2,0.000146,0,1,1,0,1,1
becoolmagazine,becoolmagazine,,0,2,0.000146,0,5,5,0,5,5
cyrus_rainha,cyrus_rainha,,0,2,0.000146,0,5,5,0,5,5
GiihJoana,GiihJoana,,0,2,0.000146,0,1,1,0,1,1
cryzsquad,cryzsquad,,0,2,0.000146,0,4,4,0,4,4
JuliaLopez1907,JuliaLopez1907,,0,2,0.000146,0,1,1,0,1,1
carolcastelinho,carolcastelinho,,0,2,0.000146,0,2,2,0,2,2
pamda_moreira,pamda_moreira,,0,2,0.000146,0,2,2,0,2,2
Dinnizvini,Dinnizvini,,0,2,0.000146,0,6,6,0,6,6
beatristesad,beatristesad,,0,2,0.000146,0,2,2,0,2,2
Matheusz46,Matheusz46,,0,2,0.000146,0,1,1,0,1,1
_fiftyoneee,_fiftyoneee,,0,2,0.000146,0,1,1,0,1,1
YUKElety,YUKElety,,0,4,0.000146,0,1,1,0,1,1
senhorturco,senhorturco,,0,0,0.000146,0,1,1,0,1,1
8DG19,8DG19,,0,0,0.000146,0,1,1,0,1,1
IndyMcLerman,IndyMcLerman,,0,2,0.000146,0,1,1,0,1,1
cihsousa,cihsousa,,0,2,0.000146,0,1,1,0,1,1
matheuspfoster,matheuspfoster,,0,2,0.000146,0,2,2,0,2,2
Guzzapelao,Guzzapelao,,0,2,0.000146,0,1,1,0,1,1
pastelebolo,pastelebolo,,0,2,0.000146,0,1,1,0,1,1
NivaldoJnior_,NivaldoJnior_,,0,2,0.000146,0,3,3,0,3,3
LaisSoler1,LaisSoler1,,0,2,0.000146,0,2,2,0,2,2
braguigols,braguigols,,0,2,0.000146,0,1,1,0,1,1
samirahaushsu,samirahaushsu,,0,2,0.000146,0,1,1,0,1,1
zeitgeistar,zeitgeistar,,0,2,0.000146,0,1,1,0,1,1
MrsUrreaBieber,MrsUrreaBieber,,0,2,0.000146,0,25,25,0,25,25
blogueirinhu,blogueirinhu,,0,2,0.000151,1,0,1,1,0,1
daqtedououtra,daqtedououtra,,0,2,0.000146,0,1,1,0,1,1
beaxtz,beaxtz,,0,2,0.000146,0,1,1,0,1,1
kinhomartins_,kinhomartins_,,0,4,0.000146,0,2,2,0,2,2
Me_jane1,Me_jane1,,0,2,0.000146,0,9,9,0,9,9
farfromel,farfromel,,0,2,0.000146,0,1,1,0,1,1
picklercesar,picklercesar,,0,0,0.000146,0,1,1,0,1,1
Susu_Kawaii,Susu_Kawaii,,0,2,0.000146,0,1,1,0,1,1
monteirorita_28,monteirorita_28,,0,0,0.000146,0,1,1,0,1,1
FariaHugo3,FariaHugo3,,0,2,0.000146,0,2,2,0,2,2
V1t0rJc,V1t0rJc,,0,2,0.000146,0,6,6,0,6,6
guardiadoveu,guardiadoveu,,0,0,0.000146,0,1,1,0,1,1
Viviz010,Viviz010,,0,2,0.000146,0,9,9,0,9,9
Gabilp18,Gabilp18,,0,0,0.000146,0,3,3,0,3,3
comunnistcat,comunnistcat,,0,2,0.000146,0,1,1,0,1,1
Gabbranches,Gabbranches,,0,2,0.000146,0,1,1,0,1,1
_Lots__,_Lots__,,0,0,0.000146,0,1,1,0,1,1
isa_filgueiras,isa_filgueiras,,29,0,0,0,0,0,0,0,0
LarghiNathalia,LarghiNathalia,,29,0,0,0,0,0,0,0,0
ruivadesbotada,ruivadesbotada,,30,0,0,0,0,0,0,0,0
ma__rias,ma__rias,,30,0,0,0,0,0,0,0,0
_tiexx,_tiexx,,0,0,0.000146,0,1,1,0,1,1
layllexz,layllexz,,0,2,0.000146,0,3,3,0,3,3
NathanT40507438,NathanT40507438,,0,0,0.000146,0,1,1,0,1,1
agabrielagodoy,agabrielagodoy,,0,2,0.000146,0,1,1,0,1,1
macellodhyan_,macellodhyan_,,0,2,0.000146,0,3,3,0,3,3
joao_zym,joao_zym,,0,2,0.000273,2,5,7,2,5,7
arthurkayo,arthurkayo,,0,2,0.000146,0,1,1,0,1,1
alencartaf,alencartaf,,0,2,0.000146,0,1,1,0,1,1
caua030,caua030,,0,2,0.000146,0,1,1,0,1,1
marianabalbinoo,marianabalbinoo,,0,0,0.000146,0,1,1,0,1,1
agabilouca,agabilouca,,0,2,0.000146,0,1,1,0,1,1
AdryTaee_9513,AdryTaee_9513,,0,2,0.000146,0,1,1,0,1,1
SlimLuckaus,SlimLuckaus,,0,2,0.000146,0,1,1,0,1,1
24inkoreanbella,24inkoreanbella,,0,2,0.000146,0,5,5,0,5,5
gncbaptista,gncbaptista,,0,2,0.000295,2,1,3,2,1,3
MonsterHot_,MonsterHot_,,0,2,0.000146,0,9,9,0,9,9
carolsaul_,carolsaul_,,0,2,0.000146,0,1,1,0,1,1
Psicadelica_,Psicadelica_,,0,2,0.000146,0,12,12,0,12,12
hautequesttluca,hautequesttluca,,0,2,0.000146,0,1,1,0,1,1
raphaella_queen,raphaella_queen,,0,2,0.000146,0,2,2,0,2,2
deshornan,deshornan,,0,2,0.000146,0,2,2,0,2,2
hazardete,hazardete,,0,0,0.000146,0,1,1,0,1,1
97tie,97tie,,0,4,0.000146,0,1,1,0,1,1
ohsaturdaysun,ohsaturdaysun,,0,2,0.000146,0,1,1,0,1,1
Lgomes_94,Lgomes_94,,0,2,0.000146,0,1,1,0,1,1
mgabrielapnunes,mgabrielapnunes,,0,0,0.000146,0,1,1,0,1,1
gabyqueiroozz_,gabyqueiroozz_,,0,2,0.000146,0,1,1,0,1,1
Darlansobral17a,Darlansobral17a,,0,2,0.000146,0,1,1,0,1,1
samarauju,samarauju,,0,0,0.000146,0,1,1,0,1,1
whtskoala,whtskoala,,0,0,0.000146,0,2,2,0,2,2
GabyGaranhani,GabyGaranhani,,0,2,0.000146,0,1,1,0,1,1
Kaine_CG,Kaine_CG,,0,2,0.000146,0,2,2,0,2,2
costa_thalyssa,costa_thalyssa,,0,2,0.000146,0,1,1,0,1,1
miniebttk,miniebttk,,0,0,0.000146,0,1,1,0,1,1
yasmimgoms,yasmimgoms,,0,2,0.000146,0,1,1,0,1,1
nubiaolliveira,nubiaolliveira,,0,2,0.000146,0,3,3,0,3,3
Pkcrvg,Pkcrvg,,0,2,0.000146,0,1,1,0,1,1
rfmoralles,rfmoralles,,0,2,0.000146,0,1,1,0,1,1
Eveflorenc,Eveflorenc,,0,2,0.000146,0,1,1,0,1,1
onananauy,onananauy,,0,2,0.000146,0,5,5,0,5,5
eimarcoss,eimarcoss,,0,4,0.000146,0,1,1,0,1,1
starslalisa,starslalisa,,0,2,0.000146,0,1,1,0,1,1
TheOneVH,TheOneVH,,0,2,0.000146,0,1,1,0,1,1
gbmonteeiro,gbmonteeiro,,0,2,0.000146,0,1,1,0,1,1
gabriell_071,gabriell_071,,0,2,0.000146,0,1,1,0,1,1
NuvemAzul09,NuvemAzul09,,0,2,0.000146,0,1,1,0,1,1
ElianeSophiaja,ElianeSophiaja,,0,2,0.000146,0,3,3,0,3,3
ythmags,ythmags,,0,2,0.000188,1,0,1,1,0,1
Jngfontenelle,Jngfontenelle,,0,2,0.000188,1,0,1,1,0,1
paulapuga_,paulapuga_,,0,2,0.000146,0,1,1,0,1,1
luasclaras,luasclaras,,0,2,0.000146,0,1,1,0,1,1
NicholeLiny,NicholeLiny,,0,0,0.000146,0,2,2,0,2,2
laaricomenta,laaricomenta,,0,2,0.000146,0,1,1,0,1,1
_Joao1337,_Joao1337,,0,0,0.000146,0,1,1,0,1,1
gaditarodrigo,gaditarodrigo,,27,0,0,0,0,0,0,0,0
mai_wings,mai_wings,,0,2,0.000146,0,1,1,0,1,1
swtnrangel,swtnrangel,,0,2,0.000146,0,1,1,0,1,1
bringmedarknes,bringmedarknes,,0,2,0.000146,0,5,5,0,5,5
CBinni_,CBinni_,,0,2,0.000146,0,3,3,0,3,3
mhsbezerra,mhsbezerra,,0,0,0.000146,0,1,1,0,1,1
brndpereira,brndpereira,,0,0,0.000146,0,1,1,0,1,1
rangerbaek,rangerbaek,,0,2,0.000146,0,1,1,0,1,1
larrysoonsun,larrysoonsun,,0,0,0.000146,0,1,1,0,1,1
joelma_paulista,joelma_paulista,,0,2,0.000146,0,1,1,0,1,1
Reenatacs,Reenatacs,,0,2,0.000146,0,1,1,0,1,1
meIodybun,meIodybun,,0,2,0.000146,0,1,1,0,1,1
Billieeuteamo,Billieeuteamo,,0,2,0.000146,0,1,1,0,1,1
MininoRiev,MininoRiev,,0,2,0.000146,0,3,3,0,3,3
larasousa8,larasousa8,,0,0,0.000146,0,1,1,0,1,1
ccabellosclub,ccabellosclub,,0,2,0.000146,0,2,2,0,2,2
Jaqueli68510623,Jaqueli68510623,,0,2,0.000146,0,1,1,0,1,1
mariavilh0sa,mariavilh0sa,,0,2,0.000146,0,1,1,0,1,1
xandnhu,xandnhu,,0,2,0.000146,0,1,1,0,1,1
FTristante,FTristante,,0,0,0.000146,0,1,1,0,1,1
CamiMirasa,CamiMirasa,,0,2,0.000146,0,1,1,0,1,1
pqpnxgx,pqpnxgx,,0,0,0.000146,0,1,1,0,1,1
AlineFernandesI,AlineFernandesI,,0,2,0.000146,0,1,1,0,1,1
jebateixeira,jebateixeira,,0,2,0.000146,0,1,1,0,1,1
Btslovesocute1,Btslovesocute1,,0,2,0.000146,0,1,1,0,1,1
gamaxis,gamaxis,,0,2,0.000146,0,1,1,0,1,1
neto_2A,neto_2A,,0,2,0.000146,0,1,1,0,1,1
naluiza_ps,naluiza_ps,,0,2,0.000146,0,2,2,0,2,2
artscypher,artscypher,,0,2,0.000146,0,1,1,0,1,1
santoro_777,santoro_777,,0,2,0.000146,0,1,1,0,1,1
mar_glima,mar_glima,,0,2,0.000146,0,1,1,0,1,1
diogosemedo_24,diogosemedo_24,,0,2,0.000146,0,1,1,0,1,1
machadofnd,machadofnd,,0,2,0.000146,0,8,8,0,9,9
renatosbu,renatosbu,,0,2,0.000172,2,0,2,3,0,3
BrunaFreitas98G,BrunaFreitas98G,,0,0,0.000146,0,5,5,0,5,5
FELIPENS0608,FELIPENS0608,,0,0,0.000171,1,1,2,1,1,2
janine_cedro,janine_cedro,,0,0,0.000171,1,0,1,1,0,1
Momotawn_,Momotawn_,,0,0,0.000146,0,3,3,0,3,3
KahFonseca4,KahFonseca4,,0,2,0.000146,0,1,1,0,1,1
pv95_,pv95_,,0,2,0.000146,0,1,1,0,1,1
idrcwang_,idrcwang_,,0,2,0.000146,0,1,1,0,1,1
crismarqueess,crismarqueess,,0,2,0.000146,0,1,1,0,1,1
bexstreetboys,bexstreetboys,,0,2,0.000146,0,2,2,0,2,2
phtoth,phtoth,,0,2,0.000146,0,2,2,0,2,2
vikatav,vikatav,,0,2,0.000146,0,4,4,0,4,4
regislele_,regislele_,,0,2,0.000146,0,2,2,0,2,2
alariscaa,alariscaa,,0,0,0.000146,0,2,2,0,2,2
Feferrarezi,Feferrarezi,,0,2,0.000146,0,1,1,0,1,1
normanfckn,normanfckn,,0,2,0.000146,0,8,8,0,8,8
oneinsurgent_,oneinsurgent_,,0,0,0.000146,0,1,1,0,1,1
ap_borg,ap_borg,,0,0,0.000146,0,2,2,0,2,2
joaozinho309,joaozinho309,,0,0,0.000146,0,1,1,0,1,1
alomurena,alomurena,,0,2,0.000146,0,1,1,0,1,1
fcmeninacabello,fcmeninacabello,,0,2,0.000146,0,3,3,0,4,4
NiikMartins,NiikMartins,,0,2,0.000146,0,1,1,0,1,1
arayanpog,arayanpog,,0,2,0.000146,0,1,1,0,1,1
liislv,liislv,,0,2,0.000146,0,1,1,0,1,1
ahweun,ahweun,,0,2,0.000146,0,4,4,0,4,4
cintialocks,cintialocks,,0,2,0.000146,0,1,1,0,1,1
iza_rezende_,iza_rezende_,,0,2,0.000146,0,1,1,0,1,1
aquinoque,aquinoque,,0,2,0.000146,0,1,1,0,1,1
uellendastrevas,uellendastrevas,,0,2,0.000146,0,1,1,0,1,1
namuarts,namuarts,,0,2,0.000146,0,1,1,0,1,1
utempzix,utempzix,,0,2,0.000146,0,1,1,0,1,1
MariaRitarr,MariaRitarr,,0,2,0.000146,0,1,1,0,1,1
NetSiq,NetSiq,,0,2,0.000146,0,1,1,0,1,1
dudao_citou,dudao_citou,,0,2,0.000146,0,1,1,0,1,1
absurtoeu,absurtoeu,,0,2,0.000146,0,1,1,0,1,1
_Soph_lb,_Soph_lb,,0,2,0.000146,0,5,5,0,5,5
rigowill,rigowill,,0,2,0.000146,0,1,1,0,1,1
lauroluck10700,lauroluck10700,,0,0,0.000146,0,1,1,0,1,1
Perdido_EmMarte,Perdido_EmMarte,,0,0,0.000146,0,1,1,0,1,1
M_oli2,M_oli2,,0,2,0.000146,0,2,2,0,2,2
dg_bih,dg_bih,,0,2,0.000146,0,1,1,0,1,1
taylon0817,taylon0817,,0,2,0.000146,0,1,1,0,1,1
arlyscarneiro,arlyscarneiro,,31,0,0,0,0,0,0,0,0
TiaBiba49,TiaBiba49,,31,0,0,0,0,0,0,0,0
Pamelabtr6,Pamelabtr6,,0,0,0.000146,0,2,2,0,2,2
CruelRedMouth,CruelRedMouth,,0,0,0.000457,3,0,3,3,0,3
Biggreputati0n_,Biggreputati0n_,,0,2,0.000146,0,1,1,0,1,1
foiokelvin,foiokelvin,,0,2,0.000397,3,0,3,3,0,3
hdljadel_,hdljadel_,,0,2,0.000146,0,1,1,0,1,1
Stefany_107,Stefany_107,,0,0,0.000146,0,1,1,0,1,1
wang_girlfriend,wang_girlfriend,,0,2,0.000146,0,1,1,0,1,1
jgvzv6,jgvzv6,,0,2,0.000146,0,2,2,0,2,2
al_alanaaa,al_alanaaa,,0,2,0.000146,0,4,4,0,4,4
ggilupe,ggilupe,,0,2,0.000146,0,1,1,0,1,1
devMatheusLopes,devMatheusLopes,,0,2,0.000146,0,1,1,0,1,1
1copodecarvao,1copodecarvao,,0,2,0.000146,0,1,1,0,1,1
propositou,propositou,,0,2,0.000146,0,5,5,0,5,5
lohariss,lohariss,,0,0,0.000146,0,1,1,0,1,1
evii023,evii023,,0,2,0.000146,0,1,1,0,1,1
AmandaM53872768,AmandaM53872768,,0,0,0.000146,0,1,1,0,1,1
Augusto74634111,Augusto74634111,,0,2,0.000146,0,1,1,0,1,1
FREUDE_,FREUDE_,,0,2,0.000146,0,5,5,0,5,5
MyAnaconda_,MyAnaconda_,,0,2,0.000146,0,1,1,0,1,1
upbrunoprado,upbrunoprado,,0,2,0.000146,0,1,1,0,1,1
samuelmiguel,samuelmiguel,,0,2,0.000146,0,1,1,0,1,1
ririwilliams18,ririwilliams18,,0,2,0.000146,0,2,2,0,2,2
Gilmoranorj,Gilmoranorj,,0,2,0.000146,0,1,1,0,1,1
MesmoPedro,MesmoPedro,,0,2,0.000146,0,1,1,0,1,1
a_brendoca,a_brendoca,,0,2,0.000146,0,1,1,0,1,1
TAVINHOCAMARGO,TAVINHOCAMARGO,,0,2,0.000146,0,1,1,0,1,1
SimoneJoe,SimoneJoe,,0,2,0.000146,0,1,1,0,1,1
abmonteiro13,abmonteiro13,,0,2,0.000146,0,1,1,0,1,1
letrouxiane,letrouxiane,,0,2,0.000146,0,1,1,0,1,1
_octuplo,_octuplo,,0,2,0.000146,0,1,1,0,1,1
NathyDuarte,NathyDuarte,,0,2,0.000146,0,1,1,0,1,1
ESTEVE_AQUII,ESTEVE_AQUII,,0,2,0.000146,0,1,1,0,1,1
LlnuxBot,LlnuxBot,,32,0,0,0,0,0,0,0,0
ArtLeoPinheiro,ArtLeoPinheiro,,32,0,0,0,0,0,0,0,0
LeonardoDozz,LeonardoDozz,,0,0,0.000146,0,1,1,0,1,1
PatricioRGN,PatricioRGN,,0,2,0.000146,0,1,1,0,1,1
9407_ana,9407_ana,,0,2,0.000146,0,2,2,0,2,2
idfcmaldonado,idfcmaldonado,,0,2,0.000146,0,1,1,0,1,1
Zarrydedada,Zarrydedada,,0,2,0.000146,0,2,2,0,2,2
ubiradilson,ubiradilson,,33,0,0,0,0,0,0,0,0
meunaotenhonome,meunaotenhonome,,33,0,0,0,0,0,0,0,0
mclaraleit,mclaraleit,,28,0,0,0,0,0,0,0,0
Amy_ShipperLove,Amy_ShipperLove,,0,2,0.000146,0,2,2,0,2,2
Jhonatalena1,Jhonatalena1,,0,0,0.000146,0,1,1,0,1,1
Iasmin0320,Iasmin0320,,0,2,0.000146,0,1,1,0,1,1
anarutee4,anarutee4,,0,2,0.000146,0,2,2,0,2,2
letisreads,letisreads,,34,0,0,0,0,0,0,0,0
feysraelin,feysraelin,,34,0,0,0,0,0,0,0,0
rocknolasco__,rocknolasco__,,0,2,0.000146,0,1,1,0,1,1
quenemtomat,quenemtomat,,0,0,0.000146,0,1,1,0,1,1
uwllcyy93107224,uwllcyy93107224,,0,2,0.000146,0,5,5,0,5,5
MozartDianny,MozartDianny,,0,2,0.000146,0,1,1,0,1,1
TuxedooMask,TuxedooMask,,0,2,0.000146,0,3,3,0,3,3
PassageiroRJ,PassageiroRJ,,0,2,0.000208,1,2,3,1,2,3
athosjose2002,athosjose2002,,0,2,0.000235,1,0,1,1,0,1
flaviocpontes,flaviocpontes,,0,2,0.000235,1,0,1,1,0,1
Girl_Bl4ck,Girl_Bl4ck,,0,0,0.000146,0,1,1,0,1,1
semrotulo123,semrotulo123,,0,2,0.000146,0,1,1,0,1,1
rwvivall,rwvivall,,0,2,0.000146,0,1,1,0,1,1
alltrwell,alltrwell,,0,0,0.000146,0,1,1,0,1,1
IceCreamsix,IceCreamsix,,0,2,0.000146,0,1,1,0,1,1
crazzyforlmix,crazzyforlmix,,0,2,0.000146,0,1,1,0,1,1
eu_jeanc28,eu_jeanc28,,0,2,0.000146,0,1,1,0,1,1
anasparrow,anasparrow,,0,2,0.000146,0,2,2,0,2,2
pleasemydearde,pleasemydearde,,0,2,0.000146,0,1,1,0,1,1
DanielSaldaniel,DanielSaldaniel,,0,2,0.000146,0,4,4,0,4,4
Amandaspositodg,Amandaspositodg,,0,2,0.000146,0,2,2,0,2,2
vsbgirl,vsbgirl,,0,2,0.000146,0,9,9,0,9,9
Lipevergani,Lipevergani,,0,2,0.000146,0,2,2,0,2,2
LuisFilipe_ffc,LuisFilipe_ffc,,0,2,0.000146,0,1,1,0,1,1
giovanapetrucci,giovanapetrucci,,0,2,0.000146,0,1,1,0,1,1
umakunoichii,umakunoichii,,0,2,0.000146,0,1,1,0,1,1
nahbundinha,nahbundinha,,0,0,0.000146,0,1,1,0,1,1
asttrild,asttrild,,0,2,0.000146,0,1,1,0,1,1
schaeyoo,schaeyoo,,0,2,0.000146,0,1,1,0,1,1
luiz_augusto19,luiz_augusto19,,35,0,0,0,0,0,0,0,0
arilsonmatheus_,arilsonmatheus_,,35,0,0,0,0,0,0,0,0
l1ssee,l1ssee,,0,2,0.000146,0,1,1,0,1,1
taloucona,taloucona,,0,2,0.000146,0,1,1,0,1,1
edusarsur,edusarsur,,11,0,0,0,0,0,0,0,0
julenhaax,julenhaax,,0,2,0.000146,0,2,2,0,2,2
RaianeLaylaDaS1,RaianeLaylaDaS1,,0,0,0.000146,0,1,1,0,1,1
fabiz_tavares,fabiz_tavares,,0,2,0.000146,0,1,1,0,1,1
FobiaDe_Kpop3rs,FobiaDe_Kpop3rs,,0,2,0.000146,0,1,1,0,1,1
jaurdear,jaurdear,,0,2,0.000146,0,2,2,0,2,2
marocida,marocida,,36,0,0,0,0,0,0,0,0
yutangry,yutangry,,36,0,0,0,0,0,0,0,0
gabreuluscas,gabreuluscas,,0,2,0.000146,0,5,5,0,5,5
JLisieux_,JLisieux_,,0,2,0.000146,0,1,1,0,1,1
possessilvia,possessilvia,,0,2,0.000146,0,1,1,0,1,1
apoerte,apoerte,,0,2,0.000146,0,1,1,0,1,1
rian_rosa1,rian_rosa1,,35,0,0,0,0,0,0,0,0
cezarbeth,cezarbeth,,37,0,0,0,0,0,0,0,0
Caio50842498,Caio50842498,,0,0,0.000146,0,1,1,0,1,1
talitac65159411,talitac65159411,,0,0,0.000146,0,1,1,0,1,1
Itsaurieta,Itsaurieta,,0,3,0.000146,0,3,3,0,3,3
MoyenneA,MoyenneA,,0,3,0.000974,8,7,15,8,7,15
luamenezesc,luamenezesc,,0,2,0.000146,0,2,2,0,2,2
kungirlfriend,kungirlfriend,,0,2,0.000146,0,3,3,0,3,3
alvinegraniy,alvinegraniy,,0,2,0.000146,0,2,2,0,2,2
twntyjosh,twntyjosh,,0,2,0.000146,0,4,4,0,4,4
jpretosouza,jpretosouza,,0,2,0.000229,3,0,3,3,0,3
7NumberMagic,7NumberMagic,,0,2,0.000146,0,9,9,0,9,9
tuelindu,tuelindu,,0,2,0.000146,0,1,1,0,1,1
leehsunshine,leehsunshine,,0,2,0.000146,0,1,1,0,1,1
RibeiroFilipe7,RibeiroFilipe7,,0,0,0.000146,0,1,1,0,1,1
larriemyheart,larriemyheart,,0,2,0.000146,0,1,1,0,1,1
fernandxxxxxx,fernandxxxxxx,,0,0,0.000146,0,1,1,0,1,1
biacbittencourt,biacbittencourt,,0,2,0.000146,0,1,1,0,1,1
claramdiass,claramdiass,,0,2,0.000146,0,1,1,0,1,1
JuancarloAvatar,JuancarloAvatar,,0,2,0.000146,0,1,1,0,1,1
byetai,byetai,,0,2,0.000146,0,1,1,0,1,1
MazettiG,MazettiG,,0,2,0.000146,0,1,1,0,1,1
letoddles,letoddles,,0,0,0.000146,0,1,1,0,1,1
theoncediaries,theoncediaries,,0,2,0.000146,0,6,6,0,6,6
costanaflavia,costanaflavia,,0,0,0.000146,0,1,1,0,1,1
lizndv,lizndv,,0,0,0.000146,0,1,1,0,1,1
kvmylle,kvmylle,,0,2,0.000146,0,3,3,0,3,3
PrincessOfBi,PrincessOfBi,,0,2,0.000146,0,1,1,0,1,1
eitajena,eitajena,,0,2,0.000146,0,1,1,0,1,1
remersux,remersux,,0,2,0.000146,0,1,1,0,1,1
ttccklai,ttccklai,,0,2,0.000146,0,6,6,0,6,6
Layonsilva,Layonsilva,,0,0,0.000146,0,1,1,0,1,1
brerthin,brerthin,,0,2,0.000146,0,1,1,0,1,1
LitleKaiza,LitleKaiza,,0,2,0.000146,0,1,1,0,1,1
leti_esteves,leti_esteves,,0,2,0.000146,0,1,1,0,1,1
noahzitoeilish,noahzitoeilish,,0,0,0.000146,0,1,1,0,1,1
ViniciusdeTole2,ViniciusdeTole2,,0,2,0.000146,0,1,1,0,1,1
sophiadamaekk,sophiadamaekk,,0,2,0.000146,0,1,1,0,1,1
LuizaemilyBati2,LuizaemilyBati2,,0,2,0.000146,0,1,1,0,1,1
elias_renan,elias_renan,,0,2,0.000146,0,1,1,0,1,1
Iztressada,Iztressada,,0,2,0.000146,0,1,1,0,1,1
herondalepatos,herondalepatos,,0,2,0.000146,0,1,1,0,1,1
jhoseowks,jhoseowks,,0,2,0.000146,0,1,1,0,1,1
EduardoF25,EduardoF25,,0,2,0.000146,0,2,2,0,2,2
onlyvalx,onlyvalx,,0,2,0.000146,0,1,1,0,1,1
JuanDua55064400,JuanDua55064400,,0,0,0.000146,0,1,1,0,1,1
sIaxyer,sIaxyer,,0,2,0.000146,0,1,1,0,1,1
meudeusvaisefde,meudeusvaisefde,,0,2,0.000146,0,1,1,0,1,1
cowboypirata,cowboypirata,,0,2,0.000146,0,1,1,0,1,1
alicecamposct,alicecamposct,,0,2,0.000146,0,1,1,0,1,1
eversincelarryx,eversincelarryx,,0,2,0.000146,0,1,1,0,1,1
romulobrandao,romulobrandao,,0,2,0.000146,0,1,1,0,1,1
its_eliane,its_eliane,,0,2,0.000146,0,4,4,0,4,4
Mykemax_12,Mykemax_12,,0,2,0.000146,0,1,1,0,1,1
vaniajpeg,vaniajpeg,,0,2,0.000146,0,1,1,0,1,1
juauns,juauns,,0,2,0.000146,0,1,1,0,1,1
Fabiano181986,Fabiano181986,,0,2,0.01219,1,1,2,1,1,2
JotaKar,JotaKar,,38,0,0,0,0,0,0,0,0
NastaciaQueen,NastaciaQueen,,38,0,0,0,0,0,0,0,0
srlowfield,srlowfield,,0,2,0.000146,0,2,2,0,2,2
purposetholland,purposetholland,,0,2,0.000146,0,1,1,0,1,1
Juliana59238990,Juliana59238990,,0,2,0.000146,0,1,1,0,1,1
meuLADOb_2012,meuLADOb_2012,,0,2,0.000146,0,1,1,0,1,1
kesiamontez,kesiamontez,,0,0,0.000146,0,3,3,0,3,3
clarafodase,clarafodase,,0,0,0.000188,1,0,1,1,0,1
Thiago57536559,Thiago57536559,,0,2,0.000146,0,1,1,0,1,1
bixxco,bixxco,,28,0,0,0,0,0,0,0,0
panthemmonia,panthemmonia,,0,2,0.000146,0,1,1,0,1,1
LulizaSimpson,LulizaSimpson,,0,2,0.000146,0,1,1,0,1,1
LP100eu,LP100eu,,0,2,0.000146,0,1,1,0,1,1
hwllnd,hwllnd,,0,2,0.000146,0,2,2,0,2,2
fairlyloco,fairlyloco,,0,2,0.000146,0,2,2,0,2,2
vantuilfhc,vantuilfhc,,0,2,0.000146,0,1,1,0,1,1
flavio_palhao,flavio_palhao,,0,2,0.000146,0,1,1,0,1,1
Araujo_Renan,Araujo_Renan,,0,2,0.000146,0,1,1,0,1,1
Goliv04053,Goliv04053,,0,2,0.000146,0,1,1,0,1,1
rente_lucas,rente_lucas,,0,2,0.000146,0,2,2,0,2,2
Isomedr,Isomedr,,0,2,0.000146,0,3,3,0,3,3
ThalyssonCostaa,ThalyssonCostaa,,0,0,0.000146,0,1,1,0,1,1
Lindaahsantos,Lindaahsantos,,0,2,0.000146,0,1,1,0,1,1
iamiskarol,iamiskarol,,0,0,0.000146,0,1,1,0,1,1
vicky_jt_,vicky_jt_,,0,2,0.000146,0,1,1,0,1,1
itsmoreirag,itsmoreirag,,0,2,0.000146,0,1,1,0,1,1
goodrdj,goodrdj,,0,2,0.000146,0,1,1,0,1,1
MonicaCarreo3,MonicaCarreo3,,39,0,0,0,0,0,0,0,0
milanetti,milanetti,,39,0,0,0,0,0,0,0,0
pi_gaboardi,pi_gaboardi,,0,0,0.000146,0,2,2,0,2,2
De_Oliveira__,De_Oliveira__,,0,0,0.000146,0,1,1,0,1,1
urreaspoesy,urreaspoesy,,0,2,0.000146,0,1,1,0,1,1
kmarxrealista,kmarxrealista,,0,3,0.000264,1,0,1,1,0,1
PatoCorporation,PatoCorporation,,0,3,0.000264,1,0,1,1,0,1
RogerioCorreia_,RogerioCorreia_,,0,3,0.000264,1,0,1,1,0,1
luh_roma,luh_roma,,0,3,0.000264,1,0,1,1,0,1
brasil247,brasil247,,0,3,0.000264,1,0,1,1,0,1
anterogreco,anterogreco,,0,3,0.000264,1,0,1,1,0,1
JoanneMota,JoanneMota,,0,3,0.000264,1,0,1,1,0,1
lore9416,lore9416,,0,2,0.000146,0,17,17,0,18,18
Ismael_Sagaz,Ismael_Sagaz,,0,2,0.000153,1,0,1,1,0,1
