Id,Label,timeset,componentnumber,modularity_class,pageranks,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree
kafontinelly,kafontinelly,,0,2,0.000146,0,2,2,0,2,2
NovinhaOliveira,NovinhaOliveira,,0,2,0.000146,0,2,2,0,2,2
hana_oliveiraa,hana_oliveiraa,,0,2,0.000146,0,1,1,0,1,1
demicypher,demicypher,,0,2,0.000146,0,1,1,0,1,1
Etzinhaa,Etzinhaa,,0,2,0.000146,0,1,1,0,1,1
Whitempearl,Whitempearl,,0,2,0.000146,0,1,1,0,1,1
LanaSEP99,LanaSEP99,,0,3,0.000146,0,1,1,0,1,1
CONFIDENTDNA,CONFIDENTDNA,,0,2,0.000146,0,1,1,0,1,1
SrtaFodelis,SrtaFodelis,,0,2,0.000146,0,2,2,0,2,2
veneszxa,veneszxa,,0,2,0.000146,0,1,1,0,1,1
Iris82sz,Iris82sz,,0,2,0.000146,0,1,1,0,1,1
NEPS_Curti,NEPS_Curti,,0,2,0.000146,0,1,1,0,1,1
Kakamello9,Kakamello9,,0,0,0.000146,0,1,1,0,1,1
godisanewrules,godisanewrules,,0,2,0.000146,0,5,5,0,5,5
FernandoGusmo4,FernandoGusmo4,,0,2,0.000146,0,6,6,0,6,6
withluvmoa,withluvmoa,,0,2,0.000146,0,5,5,0,5,5
Natania01,Natania01,,0,2,0.000146,0,5,5,0,5,5
bitterpleasure9,bitterpleasure9,,0,2,0.000146,0,2,2,0,2,2
monvignt,monvignt,,0,2,0.000146,0,2,2,0,2,2
kamilalvr,kamilalvr,,0,2,0.000146,0,1,1,0,1,1
lucascarv04,lucascarv04,,0,0,0.000146,0,1,1,0,1,1
abencoadaindy,abencoadaindy,,0,2,0.000146,0,1,1,0,1,1
yasjck,yasjck,,0,2,0.000146,0,2,2,0,2,2
Alright_l,Alright_l,,0,2,0.000146,0,3,3,0,3,3
MarinaS99271795,MarinaS99271795,,67,0,0,0,0,0,0,0,0
OElielBernardo,OElielBernardo,,67,0,0,0,0,0,0,0,0
joaonaoestabem,joaonaoestabem,,0,2,0.000146,0,1,1,0,1,1
terereduls,terereduls,,0,2,0.000146,0,3,3,0,3,3
JuTeixe35980380,JuTeixe35980380,,0,4,0.000146,0,1,1,0,1,1
math_drade,math_drade,,0,2,0.000146,0,1,1,0,1,1
Bia_CRF15,Bia_CRF15,,0,2,0.000146,0,1,1,0,1,1
omenairam,omenairam,,0,2,0.000146,0,1,1,0,1,1
tua_crushlargie,tua_crushlargie,,0,2,0.000146,0,2,2,0,2,2
itsaleexia,itsaleexia,,0,2,0.000146,0,1,1,0,1,1
llaauriiannee,llaauriiannee,,0,0,0.000146,0,1,1,0,1,1
Gabriel65577828,Gabriel65577828,,68,0,0,0,0,0,0,0,0
flaorrego,flaorrego,,68,0,0,0,0,0,0,0,0
vadialoucax,vadialoucax,,0,2,0.000146,0,1,1,0,1,1
kat3aii,kat3aii,,0,2,0.000146,0,1,1,0,1,1
TalissonDiasDia,TalissonDiasDia,,0,2,0.000146,0,1,1,0,1,1
eurafamatata,eurafamatata,,0,2,0.000146,0,1,1,0,1,1
N_atania,N_atania,,0,2,0.000146,0,1,1,0,1,1
vihfreitas,vihfreitas,,0,0,0.000146,0,1,1,0,1,1
AnielyBrasil,AnielyBrasil,,0,2,0.000146,0,1,1,0,1,1
nickmillerjday,nickmillerjday,,0,2,0.000146,0,1,1,0,1,1
ACintiane,ACintiane,,0,4,0.000146,0,1,1,0,1,1
Alee_Silva_07,Alee_Silva_07,,0,4,0.000146,0,1,1,0,1,1
maricaprisg,maricaprisg,,0,0,0.000146,0,1,1,0,1,1
jordamflowers,jordamflowers,,0,2,0.000146,0,1,1,0,1,1
CaioLucasdeAnd2,CaioLucasdeAnd2,,0,2,0.000146,0,2,2,0,2,2
blackcwnwry,blackcwnwry,,0,2,0.000146,0,1,1,0,1,1
jjmanrique,jjmanrique,,0,2,0.000146,0,1,1,0,1,1
seguindo_dvolta,seguindo_dvolta,,0,2,0.000146,0,3,3,0,3,3
IsisGalarca,IsisGalarca,,0,2,0.000146,0,1,1,0,1,1
_GustaSenpai,_GustaSenpai,,0,2,0.000146,0,1,1,0,1,1
godaopitico,godaopitico,,0,2,0.000146,0,1,1,0,1,1
Camila_Manson,Camila_Manson,,0,2,0.000146,0,1,1,0,1,1
nouisziana,nouisziana,,0,2,0.000146,0,7,7,0,7,7
SeiixasJenny,SeiixasJenny,,0,0,0.000146,0,1,1,0,1,1
lilithschiId,lilithschiId,,0,2,0.000146,0,1,1,0,1,1
Minseokchild,Minseokchild,,0,2,0.000146,0,1,1,0,1,1
ImNotDemolidora,ImNotDemolidora,,0,2,0.000146,0,9,9,0,10,10
notztoday,notztoday,,0,2,0.000146,0,1,1,0,1,1
rimaduarda,rimaduarda,,0,2,0.000146,0,1,1,0,1,1
Nico_SFreitas,Nico_SFreitas,,0,2,0.000146,0,1,1,0,1,1
kamillagaliza,kamillagaliza,,0,0,0.000146,0,1,1,0,1,1
alexchina_0_,alexchina_0_,,0,2,0.000146,0,3,3,0,3,3
EsterOliveiraBR,EsterOliveiraBR,,0,2,0.000146,0,3,3,0,3,3
cymrpcy,cymrpcy,,0,2,0.000146,0,1,1,0,1,1
garbage_exe,garbage_exe,,0,2,0.000146,0,2,2,0,2,2
Marcussi_paulo,Marcussi_paulo,,0,2,0.000146,0,1,1,0,1,1
Saylorrare,Saylorrare,,0,2,0.000146,0,6,6,0,6,6
Rma05,Rma05,,0,2,0.000146,0,3,3,0,3,3
scrletpoem,scrletpoem,,0,2,0.000146,0,1,1,0,1,1
inourvices,inourvices,,0,2,0.000146,0,4,4,0,4,4
ProHardOFICIAL,ProHardOFICIAL,,0,2,0.000181,2,0,2,2,0,2
Don_Martins1,Don_Martins1,,0,2,0.000146,0,5,5,0,5,5
badgalcaus,badgalcaus,,0,2,0.000171,1,0,1,1,0,1
2HFORTAL,2HFORTAL,,0,2,0.000146,0,1,1,0,1,1
AndIAmSadness,AndIAmSadness,,0,2,0.000146,0,1,1,0,1,1
Movie_Freak86,Movie_Freak86,,0,2,0.000146,0,1,1,0,1,1
denCRF,denCRF,,0,2,0.000146,0,1,1,0,1,1
HungriaLi,HungriaLi,,0,4,0.000146,0,4,4,0,4,4
Leeeidys,Leeeidys,,0,2,0.000146,0,1,1,0,1,1
anarsburin,anarsburin,,0,2,0.000146,0,11,11,0,11,11
aliinemj,aliinemj,,0,2,0.000146,0,1,1,0,1,1
larissafg_,larissafg_,,0,2,0.000146,0,1,1,0,1,1
domindp,domindp,,0,2,0.000146,0,1,1,0,1,1
fireheartkell,fireheartkell,,0,2,0.000146,0,1,1,0,1,1
isaaazvd,isaaazvd,,0,2,0.000146,0,2,2,0,2,2
Richard_Lima__,Richard_Lima__,,0,2,0.000146,0,1,1,0,1,1
ludstarwrs,ludstarwrs,,0,2,0.000146,0,4,4,0,4,4
SissY_Sinara,SissY_Sinara,,0,4,0.000146,0,1,1,0,1,1
wenfia_,wenfia_,,0,2,0.000146,0,3,3,0,3,3
Rogerpereirapi2,Rogerpereirapi2,,0,2,0.000146,0,1,1,0,1,1
douglas_4713,douglas_4713,,0,4,0.000146,0,1,1,0,1,1
11setembro,11setembro,,0,2,0.000146,0,3,3,0,3,3
A_vida_de_Lucy,A_vida_de_Lucy,,0,2,0.000146,0,1,1,0,1,1
maay_dornelles,maay_dornelles,,0,2,0.000146,0,1,1,0,1,1
wellingtonzzs,wellingtonzzs,,69,0,0,0,0,0,0,0,0
PlebeusOciosos,PlebeusOciosos,,69,0,0,0,0,0,0,0,0
duxtae,duxtae,,0,0,0.000146,0,1,1,0,1,1
DelaiaEmily,DelaiaEmily,,0,2,0.000146,0,1,1,0,1,1
Nanciota,Nanciota,,0,0,0.000146,0,1,1,0,1,1
lsbestsinger,lsbestsinger,,0,2,0.000146,0,2,2,0,2,2
tonneladinha,tonneladinha,,0,0,0.000146,0,1,1,0,1,1
rosesnunitedsm,rosesnunitedsm,,0,2,0.000146,0,4,4,0,4,4
bellafoshizzl,bellafoshizzl,,0,0,0.000146,0,1,1,0,1,1
jennigmoura,jennigmoura,,0,2,0.000146,0,2,2,0,2,2
SSimozono,SSimozono,,0,0,0.000146,0,1,1,0,1,1
_dyegosantos,_dyegosantos,,0,2,0.000146,0,1,1,0,1,1
OliverBrends,OliverBrends,,0,2,0.000146,0,1,1,0,1,1
SamuSEPverdao,SamuSEPverdao,,0,2,0.000146,0,1,1,0,1,1
franciscoalsant,franciscoalsant,,0,2,0.000146,0,1,1,0,1,1
sebastiao_nunez,sebastiao_nunez,,70,0,0,0,0,0,0,0,0
regininhailha,regininhailha,,70,0,0,0,0,0,0,0,0
geelss,geelss,,0,2,0.000146,0,1,1,0,1,1
KimAwnty,KimAwnty,,0,2,0.000146,0,2,2,0,2,2
quelombraa,quelombraa,,0,2,0.000146,0,1,1,0,1,1
mathiabreu,mathiabreu,,71,0,0,0,0,0,0,0,0
twitos,twitos,,71,0,0,0,0,0,0,0,0
Cinefilo_Maza,Cinefilo_Maza,,0,2,0.000146,0,2,2,0,2,2
luaamil,luaamil,,0,2,0.000208,1,0,1,1,0,1
Ezel_borges,Ezel_borges,,0,0,0.000146,0,1,1,0,1,1
dnielsw_,dnielsw_,,0,2,0.000146,0,1,1,0,1,1
Lakawaii,Lakawaii,,0,4,0.000146,0,1,1,0,1,1
6danielrocha,6danielrocha,,0,0,0.000146,0,1,1,0,1,1
xxx_vause,xxx_vause,,0,2,0.000146,0,1,1,0,1,1
fernandaelari,fernandaelari,,0,2,0.000146,0,1,1,0,1,1
NLinetti,NLinetti,,0,0,0.000146,0,1,1,0,1,1
_kathymelo_,_kathymelo_,,0,2,0.000146,0,1,1,0,1,1
MORTi_FICADA,MORTi_FICADA,,0,4,0.000146,0,1,1,0,1,1
pedr1ta,pedr1ta,,0,2,0.000146,0,1,1,0,1,1
nycollasbt,nycollasbt,,0,0,0.000146,0,1,1,0,1,1
ssssavia,ssssavia,,0,0,0.000146,0,1,1,0,1,1
patronowalker,patronowalker,,0,2,0.000146,0,3,3,0,3,3
wellintonbreno_,wellintonbreno_,,0,4,0.000146,0,1,1,0,1,1
Duda50704349,Duda50704349,,0,0,0.000146,0,1,1,0,1,1
nasciment0_b,nasciment0_b,,0,2,0.000146,0,1,1,0,1,1
carlacesarr,carlacesarr,,0,2,0.000146,0,1,1,0,1,1
ni_nickssss,ni_nickssss,,0,2,0.000146,0,1,1,0,1,1
TaffytaCaramell,TaffytaCaramell,,0,2,0.000146,0,5,5,0,5,5
Eriskin7,Eriskin7,,0,2,0.000146,0,1,1,0,1,1
atila596HB,atila596HB,,0,2,0.000146,0,1,1,0,1,1
munizin92,munizin92,,0,2,0.000146,0,2,2,0,2,2
isabelamagioni,isabelamagioni,,0,2,0.000146,0,2,2,0,2,2
andrademitally,andrademitally,,0,0,0.000146,0,1,1,0,1,1
UFOMAXTV,UFOMAXTV,,0,0,0.000146,0,1,1,0,1,1
spfc_carlinhoss,spfc_carlinhoss,,0,2,0.000146,0,1,1,0,1,1
ciccotty,ciccotty,,0,2,0.000146,0,1,1,0,1,1
jqcj3,jqcj3,,0,2,0.000146,0,3,3,0,3,3
aureaqueen,aureaqueen,,0,4,0.000146,0,1,1,0,1,1
mirandasunset,mirandasunset,,0,2,0.000146,0,1,1,0,1,1
agustdemoon,agustdemoon,,0,2,0.000146,0,2,2,0,2,2
_ecaarol,_ecaarol,,0,0,0.000146,0,1,1,0,1,1
Flavio_Sampaio,Flavio_Sampaio,,72,0,0,0,0,0,0,0,0
patatasbravas76,patatasbravas76,,0,0,0.000146,0,1,1,0,1,1
cadelinha111,cadelinha111,,0,0,0.000146,0,1,1,0,1,1
_Frost,_Frost,,0,2,0.000146,0,1,1,0,1,1
namjchild,namjchild,,0,0,0.000146,0,1,1,0,1,1
hertonls,hertonls,,0,2,0.000146,0,1,1,0,1,1
leonvanbuuren,leonvanbuuren,,0,2,0.000146,0,2,2,0,2,2
lunatemponi,lunatemponi,,0,2,0.000146,0,1,1,0,1,1
Rayssa_trouxa,Rayssa_trouxa,,0,2,0.000146,0,1,1,0,1,1
souzlarys2,souzlarys2,,0,0,0.000146,0,1,1,0,1,1
Moonhalz,Moonhalz,,0,2,0.000146,0,4,4,0,4,4
GiTrajano7,GiTrajano7,,0,2,0.000146,0,4,4,0,4,4
marriguinhabole,marriguinhabole,,0,2,0.000146,0,1,1,0,1,1
TheTori6,TheTori6,,0,2,0.000146,0,5,5,0,5,5
reyamazaki,reyamazaki,,0,2,0.000146,0,1,1,0,1,1
snapcaracol,snapcaracol,,0,2,0.000146,0,2,2,0,2,2
_ThawanyVotri,_ThawanyVotri,,0,2,0.000146,0,1,1,0,1,1
li_dih,li_dih,,0,2,0.000146,0,1,1,0,1,1
thaisabrantees,thaisabrantees,,0,2,0.000146,0,3,3,0,3,3
tarsiiane,tarsiiane,,0,2,0.000146,0,2,2,0,2,2
Kahmeddeiros,Kahmeddeiros,,0,2,0.000146,0,1,1,0,1,1
KkerLinkin,KkerLinkin,,0,2,0.000146,0,1,1,0,1,1
FlowerSunMar,FlowerSunMar,,68,0,0,0,0,0,0,0,0
BoasChristyan,BoasChristyan,,0,2,0.000146,0,1,1,0,1,1
tatacts,tatacts,,0,2,0.000146,0,1,1,0,1,1
starsforuel,starsforuel,,0,2,0.000146,0,1,1,0,1,1
leticialemos_18,leticialemos_18,,0,4,0.000146,0,1,1,0,1,1
vivopelaarte,vivopelaarte,,0,0,0.000146,0,2,2,0,2,2
wood_raphael,wood_raphael,,0,0,0.000208,1,0,1,1,0,1
picka_two,picka_two,,0,2,0.000146,0,1,1,0,1,1
sandrinaeu,sandrinaeu,,0,2,0.000146,0,1,1,0,1,1
Gonzo_Gomes,Gonzo_Gomes,,0,4,0.000146,0,1,1,0,1,1
negguinm,negguinm,,0,2,0.000146,0,1,1,0,1,1
dxqen,dxqen,,0,2,0.000146,0,1,1,0,1,1
biancaba15,biancaba15,,73,0,0,0,0,0,0,0,0
OpahGaaau,OpahGaaau,,0,2,0.000146,0,3,3,0,3,3
valeriasaraiva8,valeriasaraiva8,,0,2,0.000146,0,1,1,0,1,1
ad3liia,ad3liia,,0,2,0.000146,0,1,1,0,1,1
Trikru8,Trikru8,,0,2,0.000146,0,1,1,0,1,1
anjinho_oo,anjinho_oo,,0,2,0.000146,0,1,1,0,1,1
theczk,theczk,,0,0,0.000146,0,1,1,0,1,1
raissabravinha,raissabravinha,,0,0,0.000146,0,1,1,0,1,1
odouglaslee,odouglaslee,,0,2,0.000146,0,2,2,0,2,2
toperdidoemsp,toperdidoemsp,,0,2,0.000146,0,3,3,0,3,3
chazao1,chazao1,,0,2,0.000146,0,3,3,0,3,3
sonokoewa,sonokoewa,,0,2,0.000146,0,2,2,0,2,2
VeryTroouxa,VeryTroouxa,,0,2,0.000146,0,1,1,0,1,1
mimsayfuba,mimsayfuba,,0,2,0.000146,0,4,4,0,4,4
thiago7cv,thiago7cv,,0,2,0.000177,1,0,1,1,0,1
CeJBrasil,CeJBrasil,,0,2,0.000177,1,0,1,1,0,1
surtosmil,surtosmil,,0,2,0.000177,1,0,1,1,0,1
pedrojuniorlim4,pedrojuniorlim4,,0,2,0.000146,0,2,2,0,2,2
williandelan10,williandelan10,,0,2,0.000146,0,1,1,0,1,1
gourhudson,gourhudson,,0,2,0.000146,0,1,1,0,1,1
DenardiGabii,DenardiGabii,,0,4,0.000146,0,1,1,0,1,1
RodrigueezAna2,RodrigueezAna2,,0,5,0.000146,0,2,2,0,2,2
patyvilhe,patyvilhe,,0,2,0.000146,0,1,1,0,1,1
manubento_1,manubento_1,,0,2,0.000146,0,1,1,0,1,1
Eduard4L,Eduard4L,,0,2,0.000146,0,2,2,0,2,2
findsjeno,findsjeno,,0,2,0.000146,0,2,2,0,2,2
DeSaltiel,DeSaltiel,,0,2,0.000146,0,1,1,0,1,1
Ja_zerei_ds,Ja_zerei_ds,,0,0,0.000146,0,1,1,0,1,1
lifeofbeu,lifeofbeu,,0,2,0.000146,0,2,2,0,2,2
julioho0,julioho0,,74,0,0,0,0,0,0,0,0
Apuhzeetos,Apuhzeetos,,74,0,0,0,0,0,0,0,0
CristianeBicalh,CristianeBicalh,,0,4,0.000146,0,1,1,0,1,1
Tenhoproblemam1,Tenhoproblemam1,,0,2,0.000146,0,2,2,0,2,2
belbianaa,belbianaa,,0,0,0.000146,0,1,1,0,1,1
iizacampos_,iizacampos_,,0,4,0.000146,0,1,1,0,1,1
poxabiancchi,poxabiancchi,,0,4,0.000146,0,1,1,0,1,1
LigiamaedoEnzo,LigiamaedoEnzo,,0,0,0.000146,0,1,1,0,1,1
_saleszz,_saleszz,,0,2,0.000146,0,1,1,0,1,1
eumatheuscintra,eumatheuscintra,,0,2,0.000146,0,1,1,0,1,1
Jullianavc,Jullianavc,,0,2,0.000146,0,1,1,0,1,1
Beatamii,Beatamii,,0,2,0.000146,0,1,1,0,1,1
reisss_sb,reisss_sb,,0,0,0.000146,0,1,1,0,1,1
eumatheusffc,eumatheusffc,,0,4,0.000146,0,1,1,0,1,1
brunasoaresp_,brunasoaresp_,,0,2,0.000146,0,7,7,0,7,7
tiodosimba,tiodosimba,,0,2,0.000146,0,3,3,0,3,3
Yoonginatataa,Yoonginatataa,,0,2,0.000146,0,1,1,0,1,1
juliaclaralins,juliaclaralins,,0,2,0.000146,0,1,1,0,1,1
rossemadder,rossemadder,,0,0,0.000146,0,1,1,0,1,1
coolesquizo,coolesquizo,,0,2,0.000146,0,1,1,0,1,1
ptkxwx,ptkxwx,,0,2,0.000146,0,1,1,0,1,1
twiceeyy,twiceeyy,,0,2,0.000146,0,2,2,0,2,2
Xyncer_,Xyncer_,,0,2,0.000146,0,2,2,0,2,2
pequenocaramelo,pequenocaramelo,,0,2,0.000146,0,3,3,0,3,3
kevinchagaz,kevinchagaz,,0,2,0.000146,0,1,1,0,1,1
wendelfreitasz,wendelfreitasz,,0,2,0.000146,0,1,1,0,1,1
naomarco69,naomarco69,,0,2,0.000146,0,1,1,0,1,1
flxviss,flxviss,,0,2,0.000146,0,1,1,0,1,1
andresoareez,andresoareez,,0,2,0.000146,0,1,1,0,1,1
bellybrandt,bellybrandt,,0,2,0.000146,0,1,1,0,1,1
Bisdeborah,Bisdeborah,,0,2,0.000146,0,1,1,0,1,1
Marcus_Klinger0,Marcus_Klinger0,,0,0,0.000146,0,1,1,0,1,1
marjogroetaers,marjogroetaers,,0,2,0.000146,0,1,1,0,1,1
Salope777,Salope777,,0,2,0.000146,0,1,1,0,1,1
JuIiab,JuIiab,,0,2,0.000146,0,1,1,0,1,1
nathashayde,nathashayde,,0,2,0.000146,0,1,1,0,1,1
monpetitaetae,monpetitaetae,,0,2,0.000146,0,1,1,0,1,1
Vika_Filth,Vika_Filth,,0,2,0.000146,0,1,1,0,1,1
llissaoli,llissaoli,,0,4,0.000146,0,1,1,0,1,1
Assunik,Assunik,,0,2,0.000146,0,1,1,0,1,1
myregoncalves,myregoncalves,,0,2,0.000146,0,1,1,0,1,1
dferreira___,dferreira___,,0,2,0.000146,0,9,9,0,9,9
FocusJDrew,FocusJDrew,,0,2,0.000146,0,1,1,0,1,1
Cintiadyp,Cintiadyp,,0,2,0.000146,0,1,1,0,1,1
driguchoa,driguchoa,,0,2,0.000146,0,2,2,0,2,2
scoopxahoy,scoopxahoy,,0,2,0.000146,0,1,1,0,1,1
melbeebr,melbeebr,,0,2,0.000146,0,6,6,0,6,6
_ThaiBarb,_ThaiBarb,,0,2,0.000146,0,1,1,0,1,1
danisgff,danisgff,,0,2,0.000146,0,1,1,0,1,1
Gabrieulle1,Gabrieulle1,,0,0,0.000146,0,1,1,0,1,1
lisensacionalx,lisensacionalx,,0,2,0.000146,0,1,1,0,1,1
DSdavisena,DSdavisena,,0,2,0.000146,0,1,1,0,1,1
D7ayChan,D7ayChan,,0,2,0.000146,0,1,1,0,1,1
nayazzevedo,nayazzevedo,,0,4,0.000146,0,1,1,0,1,1
Skatealldamarys,Skatealldamarys,,0,2,0.000146,0,2,2,0,2,2
Lisia56620704,Lisia56620704,,0,2,0.000146,0,2,2,0,2,2
pearlbour,pearlbour,,0,2,0.000146,0,1,1,0,1,1
Jeu_jlaw,Jeu_jlaw,,0,2,0.000146,0,1,1,0,1,1
metalliroses,metalliroses,,0,2,0.000146,0,2,2,0,2,2
jule_garcia,jule_garcia,,0,2,0.000146,0,2,2,0,2,2
nataliabrazg,nataliabrazg,,0,2,0.000146,0,1,1,0,1,1
RavineBulcao,RavineBulcao,,0,2,0.000146,0,1,1,0,1,1
Thyagocec,Thyagocec,,0,2,0.000146,0,1,1,0,1,1
caralhoeutoputa,caralhoeutoputa,,0,2,0.000146,0,2,2,0,2,2
k_BadBarbie,k_BadBarbie,,0,2,0.000146,0,1,1,0,1,1
Batata08940008,Batata08940008,,0,2,0.000146,0,1,1,0,1,1
SrReducino,SrReducino,,0,2,0.000146,0,12,12,0,12,12
IorraneMathias,IorraneMathias,,0,2,0.000146,0,1,1,0,1,1
KidOfDracul,KidOfDracul,,0,2,0.000146,0,1,1,0,1,1
laysa_079,laysa_079,,0,2,0.000146,0,1,1,0,1,1
Pedu_doo,Pedu_doo,,0,2,0.000146,0,1,1,0,1,1
jeehvieira,jeehvieira,,0,2,0.000146,0,2,2,0,2,2
yskluvs,yskluvs,,0,2,0.000146,0,1,1,0,1,1
bealves_,bealves_,,0,2,0.000146,0,1,1,0,1,1
nathibrunei,nathibrunei,,0,2,0.019398,1,2,3,1,2,3
miryancarter,miryancarter,,0,2,0.000146,0,1,1,0,1,1
RafaelaFeitos,RafaelaFeitos,,0,2,0.000146,0,1,1,0,1,1
veveesoares,veveesoares,,0,2,0.000146,0,1,1,0,1,1
GrazielaBrito7,GrazielaBrito7,,0,4,0.000146,0,1,1,0,1,1
3LSystems,3LSystems,,0,2,0.000146,0,1,1,0,1,1
PvPaulinha,PvPaulinha,,0,0,0.000146,0,1,1,0,1,1
Bby21807195,Bby21807195,,0,2,0.000146,0,1,1,0,1,1
voidreverso,voidreverso,,0,2,0.000146,0,1,1,0,1,1
Meldreams98,Meldreams98,,0,2,0.000146,0,2,2,0,2,2
100Tsda,100Tsda,,0,0,0.000146,0,1,1,0,1,1
ElessandraLima,ElessandraLima,,0,2,0.000146,0,3,3,0,3,3
yuriclr,yuriclr,,0,2,0.000146,0,4,4,0,4,4
SchefferClara,SchefferClara,,0,2,0.000146,0,1,1,0,1,1
lucaskreulich,lucaskreulich,,0,2,0.000146,0,1,1,0,1,1
juancosta473,juancosta473,,0,2,0.000146,0,1,1,0,1,1
_johnlfsilver,_johnlfsilver,,0,2,0.000146,0,2,2,0,2,2
venci_us,venci_us,,0,2,0.000146,0,5,5,0,6,6
lili_marchezini,lili_marchezini,,0,2,0.000146,0,1,1,0,1,1
kingseokay,kingseokay,,0,2,0.000146,0,2,2,0,2,2
brecholeir4,brecholeir4,,0,2,0.000146,0,1,1,0,1,1
Adriana13lemos,Adriana13lemos,,0,2,0.000146,0,1,1,0,1,1
LilianAlves08,LilianAlves08,,0,2,0.000146,0,1,1,0,1,1
2a_felipe,2a_felipe,,0,0,0.000146,0,1,1,0,1,1
vickybragas,vickybragas,,0,2,0.000146,0,4,4,0,4,4
YRLoveTargaryen,YRLoveTargaryen,,0,2,0.000146,0,3,3,0,3,3
maicom_tt,maicom_tt,,0,2,0.000146,0,1,1,0,1,1
Nobody_ue,Nobody_ue,,0,0,0.000146,0,2,2,0,2,2
carol_ayala,carol_ayala,,0,2,0.000146,0,2,2,0,2,2
BaumFilippe,BaumFilippe,,47,0,0,0,0,0,0,0,0
Leticiaa_Lovato,Leticiaa_Lovato,,0,2,0.000146,0,1,1,0,1,1
jacyoliver_,jacyoliver_,,0,2,0.000146,0,1,1,0,1,1
AugustrouxaF,AugustrouxaF,,0,0,0.000146,0,1,1,0,1,1
olucasReatto,olucasReatto,,0,2,0.000146,0,2,2,0,2,2
docinhotrevoso_,docinhotrevoso_,,0,2,0.000146,0,1,1,0,1,1
m1ques_mymy,m1ques_mymy,,0,4,0.000146,0,2,2,0,2,2
qvidachatadcrlh,qvidachatadcrlh,,0,2,0.000146,0,2,2,0,2,2
abrutafl0r,abrutafl0r,,0,2,0.000146,0,2,2,0,2,2
faminas_m,faminas_m,,0,2,0.000146,0,6,6,0,6,6
ThaaysHoffmann,ThaaysHoffmann,,0,2,0.000146,0,5,5,0,5,5
beijosdavick,beijosdavick,,0,2,0.000146,0,1,1,0,1,1
KitKath62778765,KitKath62778765,,0,2,0.000146,0,1,1,0,1,1
tabarcelos,tabarcelos,,0,4,0.000146,0,1,1,0,1,1
Flaviiacardosos,Flaviiacardosos,,0,2,0.000146,0,1,1,0,1,1
vlealmta,vlealmta,,0,2,0.000146,0,1,1,0,1,1
laucsx,laucsx,,0,2,0.000146,0,1,1,0,1,1
ChaoticTV,ChaoticTV,,0,2,0.000146,0,1,1,0,1,1
lauregui28,lauregui28,,0,2,0.000146,0,1,1,0,1,1
milecardoso__,milecardoso__,,0,2,0.000146,0,1,1,0,1,1
gabusjr,gabusjr,,0,2,0.000146,0,2,2,0,2,2
Adriano9Oh,Adriano9Oh,,0,2,0.000146,0,1,1,0,1,1
aifeided,aifeided,,0,2,0.000146,0,1,1,0,1,1
ahmeuzovoh,ahmeuzovoh,,0,0,0.000146,0,2,2,0,2,2
SemTzao,SemTzao,,0,2,0.000146,0,3,3,0,3,3
Madu_sous,Madu_sous,,0,2,0.000146,0,1,1,0,1,1
OliveiraGabi19,OliveiraGabi19,,0,2,0.000146,0,1,1,0,1,1
Raquelrpimentel,Raquelrpimentel,,0,2,0.000146,0,1,1,0,1,1
luizawide,luizawide,,0,2,0.000146,0,1,1,0,1,1
Brookexxsaku,Brookexxsaku,,0,0,0.000146,0,1,1,0,1,1
_giupires,_giupires,,0,2,0.000146,0,1,1,0,1,1
lariimutualx,lariimutualx,,0,2,0.000146,0,1,1,0,1,1
YgoorTaramelli,YgoorTaramelli,,0,0,0.000146,0,1,1,0,1,1
Carlos86417258,Carlos86417258,,0,2,0.000146,0,1,1,0,1,1
Ue_Poly,Ue_Poly,,0,2,0.000146,0,1,1,0,1,1
digarapha,digarapha,,0,4,0.000146,0,1,1,0,1,1
Icaro_Thiesen,Icaro_Thiesen,,0,2,0.000146,0,1,1,0,1,1
vgabriellar,vgabriellar,,0,2,0.000146,0,2,2,0,2,2
cattyd_,cattyd_,,0,2,0.000146,0,1,1,0,1,1
joelmonteyro,joelmonteyro,,0,2,0.000146,0,1,1,0,1,1
Caah_Pereiraa,Caah_Pereiraa,,0,2,0.000146,0,1,1,0,1,1
emyolszenski,emyolszenski,,0,2,0.000146,0,1,1,0,1,1
Idwkused,Idwkused,,0,2,0.000146,0,3,3,0,3,3
tiadeb,tiadeb,,0,2,0.000146,0,1,1,0,1,1
jorge_juni0r,jorge_juni0r,,0,2,0.000146,0,1,1,0,1,1
milenagomesxx,milenagomesxx,,0,2,0.000146,0,1,1,0,1,1
NaappCS,NaappCS,,0,2,0.000146,0,1,1,0,1,1
aaajessyk,aaajessyk,,0,2,0.000146,0,1,1,0,1,1
nitiguesti,nitiguesti,,0,2,0.000146,0,4,4,0,4,4
luuavie,luuavie,,0,2,0.000146,0,1,1,0,1,1
yungnine13k,yungnine13k,,0,2,0.000146,0,1,1,0,1,1
F_Coutinho_S,F_Coutinho_S,,0,2,0.000146,0,1,1,0,1,1
narniano07,narniano07,,0,2,0.000146,0,1,1,0,1,1
Stanbabytiger,Stanbabytiger,,0,2,0.000146,0,2,2,0,2,2
nayara_esterque,nayara_esterque,,0,2,0.000146,0,1,1,0,1,1
IDesnecessario,IDesnecessario,,0,2,0.000146,0,2,2,0,2,2
